#separator:tab
#html:false
#tags column:17
#columns:word	rank	word_furigana	reading	type	pos	english	nepali	sentence1	sentence1_en	sentence2	sentence2_en	sentence3	sentence3_en	frame	note	tags
溶ける	453	溶[と]ける	とける	verb	v1 intransitive	to melt; to dissolve	पग्लनु; घुल्नु	アイスクリームが 溶[と]けてしまった。	The ice cream melted.	砂糖[さとう]は 水[みず]によく 溶[と]ける。	Sugar dissolves well in water.	春[はる]になって、 雪[ゆき]が 溶[と]け 始[はじ]めた。	Spring came and the snow began to melt.	Aが溶ける	Pair: 溶ける (vi) ↔ 溶かす (vt). Trap: 解ける (とける) = come untied / be solved (問題が解ける).	N3 batch4 day19 verb
溶かす	454	溶[と]かす	とかす	verb	v5 transitive	to melt; to dissolve (something)	पगाल्नु; घोल्नु	バターを 火[ひ]で 溶[と]かして、パンに 塗[ぬ]る。	I melt butter over heat and spread it on bread.	薬[くすり]を 水[みず]に 溶[と]かして 飲[の]んでください。	Please dissolve the medicine in water and drink it.	砂糖[さとう]をお 湯[ゆ]で 溶[と]かした。	I dissolved the sugar in hot water.	AをBに溶かす	Pair: 溶ける (vi). Note collocation: heat or liquid does the melting.	N3 batch4 day19 verb
割れる	455	割[わ]れる	われる	verb	v1 intransitive	to break; to crack; to split	फुट्नु; चर्किनु	地震[じしん]で 皿[さら]が 割[わ]れた。	Plates broke in the earthquake.	コップが 落[お]ちて、 粉々[こなごな]に 割[わ]れた。	The glass fell and shattered to pieces.	この 問題[もんだい]で 意見[いけん]が 割[わ]れている。	Opinions are split on this issue.	Aが割れる	Pair: 割れる (vi) ↔ 割る (vt). 意見が割れる = opinions are divided. Glass/plates 割れる (not 壊れる).	N3 batch4 day19 verb
割る	456	割[わ]る	わる	verb	v5 transitive	to break; to split; to divide	फुटाउनु; भाग गर्नु	卵[たまご]を 割[わ]って、ボウルに 入[い]れる。	Crack the eggs and put them in the bowl.	十[じゅう]を 二[に]で 割[わ]ると 五[ご]になる。	Ten divided by two is five.	子[こ]どもが 遊[あそ]んでいて、 窓[まど]ガラスを 割[わ]ってしまった。	A child was playing and broke the window.	Aを割る／AをBで割る（divide）	Break AND divide (math). Pair: 割れる (vi). 水割り = whisky cut with water.	N3 batch4 day19 verb
倒れる	457	倒[たお]れる	たおれる	verb	v1 intransitive	to fall over; to collapse	ढल्नु; लड्नु	強[つよ]い 風[かぜ]で 木[き]が 倒[たお]れた。	A tree fell over in the strong wind.	祖父[そふ]が 家[いえ]で 倒[たお]れて、 病院[びょういん]に 運[はこ]ばれた。	My grandfather collapsed at home and was taken to the hospital.	その 会社[かいしゃ]は 不景気[ふけいき]で 倒[たお]れた。	That company went under in the recession.	Aが倒れる	People collapse, trees fall, companies fail. Pair: 倒す (vt).	N3 batch4 day19 verb
倒す	458	倒[たお]す	たおす	verb	v5 transitive	to knock down; to defeat	ढाल्नु; हराउनु	強[つよ]いチームを 倒[たお]して、 優勝[ゆうしょう]した。	We defeated a strong team and won the championship.	椅子[いす]を 倒[たお]さないように 気[き]をつけて。	Be careful not to knock over the chair.	シートを 倒[たお]して 少[すこ]し 休[やす]んだ。	I reclined the seat and rested a little.	Aを倒す	Knock down, defeat, recline. Pair: 倒れる (vi).	N3 batch4 day19 verb
詰まる	459	詰[つ]まる	つまる	verb	v5 intransitive	to be clogged; to be packed; to be stuck	बन्द हुनु; ठसठस भरिनु	鼻[はな]が 詰[つ]まって、 息[いき]がしにくい。	My nose is stuffed up and it is hard to breathe.	今週[こんしゅう]は 予定[よてい]が 詰[つ]まっている。	My schedule is packed this week.	言葉[ことば]に 詰[つ]まって、うまく 答[こた]えられなかった。	I was at a loss for words and could not answer well.	Aが詰まる（鼻・予定・言葉）	Clogged (drains, nose), packed (schedule), stuck (言葉に詰まる). Pair: 詰める (vt).	N3 batch4 day19 verb
詰める	460	詰[つ]める	つめる	verb	v1 transitive	to pack; to stuff; to move closer	भर्नु; कोच्नु; नजिक सार्नु	旅行[りょこう]の 荷物[にもつ]をかばんに 詰[つ]めた。	I packed my travel things into the bag.	もう 少[すこ]し 席[せき]を 詰[つ]めてもらえますか。	Could you move over a little to make room?	細[こま]かい 予定[よてい]はこれから 詰[つ]めていきましょう。	Let us work out the detailed schedule from here.	AをBに詰める／席を詰める	Physical packing and finalizing details (予定を詰める). Pair: 詰まる (vi).	N3 batch4 day19 verb
抜く	461	抜[ぬ]く	ぬく	verb	v5 transitive	to pull out; to remove; to skip	निकाल्नु; झिक्नु; छोड्नु	歯医者[はいしゃ]で 悪[わる]い 歯[は]を 抜[ぬ]いた。	I had a bad tooth pulled at the dentist.	忙[いそが]しくて、 昼[ひる]ご 飯[はん]を 抜[ぬ]いてしまった。	I was so busy I skipped lunch.	この 作業[さぎょう]は 手[て]を 抜[ぬ]かずにやってください。	Please do this task without cutting corners.	Aを抜く／手を抜く	Pull out, skip (a meal), cut corners (手を抜く). Pair: 抜ける (vi).	N3 batch4 day19 verb
抜ける	462	抜[ぬ]ける	ぬける	verb	v1 intransitive	to come out; to be missing; to slip out	फुस्कनु; छुट्नु; निस्कनु	最近[さいきん]、 髪[かみ]の 毛[け]がよく 抜[ぬ]ける。	Lately, my hair falls out a lot.	この 名簿[めいぼ]には 一人[ひとり] 名前[なまえ]が 抜[ぬ]けている。	One name is missing from this list.	疲[つか]れて、 体[からだ]の 力[ちから]が 抜[ぬ]けた。	I was tired and the strength drained from my body.	Aが抜ける	Hair falls out, a name is missing, air leaks (空気が抜ける). Pair: 抜く (vt).	N3 batch4 day19 verb
隠す	463	隠[かく]す	かくす	verb	v5 transitive	to hide; to conceal	लुकाउनु	彼[かれ]は 本当[ほんとう]の 気持[きも]ちを 隠[かく]している。	He is hiding his true feelings.	プレゼントを 子[こ]どもに 見[み]つからないように 隠[かく]した。	I hid the present so the child would not find it.	悪[わる]い 知[し]らせを 隠[かく]さずに 話[はな]した。	I told the bad news without hiding anything.	Aを隠す	Objects and feelings/facts. Pair: 隠れる (vi).	N3 batch4 day19 verb
隠れる	464	隠[かく]れる	かくれる	verb	v1 intransitive	to hide (oneself); to be hidden	लुक्नु	子[こ]どもたちは 木[き]の 後[うし]ろに 隠[かく]れた。	The children hid behind the tree.	月[つき]が 雲[くも]に 隠[かく]れて 見[み]えなくなった。	The moon hid behind the clouds and became invisible.	この 町[まち]には 隠[かく]れた 名店[めいてん]が 多[おお]い。	This town has many hidden gem restaurants.	Aが隠れる／隠れた＋N	隠れた = hidden (隠れた才能 = hidden talent). Pair: 隠す (vt).	N3 batch4 day19 verb
乾く	465	乾[かわ]く	かわく	verb	v5 intransitive	to dry; to become dry	सुक्नु	天気[てんき]がいいので、 洗濯物[せんたくもの]がすぐ 乾[かわ]いた。	The weather was nice, so the laundry dried quickly.	空気[くうき]が 乾[かわ]いていて、 喉[のど]が 痛[いた]い。	The air is dry and my throat hurts.	ペンキが 乾[かわ]くまで 触[さわ]らないでください。	Please do not touch it until the paint dries.	Aが乾く	Pair: 乾く (vi) ↔ 乾かす (vt). Homophone 渇く (かわく) = be thirsty (喉が渇く) — trap pair.	N3 batch4 day19 verb
乾かす	466	乾[かわ]かす	かわかす	verb	v5 transitive	to dry (something)	सुकाउनु	濡[ぬ]れた 髪[かみ]をドライヤーで 乾[かわ]かした。	I dried my wet hair with a dryer.	傘[かさ]を 玄関[げんかん]で 乾[かわ]かしている。	I am drying the umbrella at the entrance.	洗[あら]った 靴[くつ]を 日[ひ]なたで 乾[かわ]かす。	I dry the washed shoes in the sun.	Aを乾かす	Pair: 乾く (vi). 髪を乾かす = dry one's hair.	N3 batch4 day19 verb
冷える	467	冷[ひ]える	ひえる	verb	v1 intransitive	to get cold; to cool down (feel chilly)	चिसो हुनु; सेलाउनु	夜[よる]は 冷[ひ]えるので、 上着[うわぎ]を 持[も]って 行[い]こう。	It gets cold at night, so let us bring a jacket.	体[からだ]が 冷[ひ]えると、 風邪[かぜ]をひきやすい。	When your body gets cold, you catch colds easily.	ビールがちょうどよく 冷[ひ]えている。	The beer is chilled just right.	Aが冷える	Weather, body, drinks. Pair: 冷やす (vt). Compare 冷める (batch3, hot thing cooling).	N3 batch4 day19 verb
冷やす	468	冷[ひ]やす	ひやす	verb	v5 transitive	to chill; to cool (something)	चिसो पार्नु	スイカを 冷蔵庫[れいぞうこ]で 冷[ひ]やしておいた。	I chilled the watermelon in the fridge.	頭[あたま]を 冷[ひ]やして、よく 考[かんが]えなさい。	Cool your head and think it over carefully.	打[う]った 足[あし]を 氷[こおり]で 冷[ひ]やした。	I cooled my bruised leg with ice.	Aを冷やす／頭を冷やす	頭を冷やす = calm down. Pair: 冷える (vi).	N3 batch4 day19 verb
転ぶ	469	転[ころ]ぶ	ころぶ	verb	v5 intransitive	to fall over; to tumble	लड्नु; पछारिनु	道[みち]が 凍[こお]っていて、 転[ころ]んでしまった。	The road was icy and I fell.	子[こ]どもは 転[ころ]んでも、すぐ 立[た]ち 上[あ]がる。	Even when children fall, they get right back up.	急[いそ]いでいると、 転[ころ]びやすいから 気[き]をつけて。	When you rush, you fall easily, so be careful.	Aが転ぶ	People trip and fall. 転ぶ = a person tumbling; 倒れる = falling over/collapsing. 七転び八起き = fall seven times, rise eight.	N3 batch4 day19 verb
挟む	470	挟[はさ]む	はさむ	verb	v5 transitive	to insert between; to pinch; to hold between	च्याप्नु; बीचमा राख्नु	パンにハムとチーズを 挟[はさ]んだ。	I put ham and cheese between the bread.	ドアに 指[ゆび]を 挟[はさ]んで、 痛[いた]かった。	I caught my finger in the door and it hurt.	本[ほん]のページの 間[あいだ]にしおりを 挟[はさ]む。	I place a bookmark between the pages of the book.	AにBを挟む	Sandwich, pinch (finger in a door), insert. 間に挟む = put between.	N3 batch4 day19 verb
拾う	471	拾[ひろ]う	ひろう	verb	v5 transitive	to pick up; to find (on the ground)	टिप्नु; भेट्नु (भुइँमा)	道[みち]で 千円[せんえん] 拾[ひろ]って、 交番[こうばん]に 届[とど]けた。	I found a thousand yen on the street and turned it in at the police box.	落[お]ちたごみを 拾[ひろ]ってごみ 箱[ばこ]に 捨[す]てた。	I picked up the dropped trash and threw it in the bin.	駅[えき]でタクシーを 拾[ひろ]おう。	Let us catch a taxi at the station.	Aを拾う	Opposite: 捨てる (throw away). タクシーを拾う = catch a taxi (spoken).	N3 batch4 day19 verb
枯れる	472	枯[か]れる	かれる	verb	v1 intransitive	to wither; to die (plants)	ओइलाउनु; सुक्नु (बिरुवा)	水[みず]をやるのを 忘[わす]れて、 花[はな]が 枯[か]れてしまった。	I forgot to water them and the flowers withered.	冬[ふゆ]になると、 庭[にわ]の 草[くさ]が 枯[か]れる。	When winter comes, the grass in the garden dies.	枯[か]れた 葉[は]を 集[あつ]めて 掃除[そうじ]した。	I gathered the withered leaves and cleaned up.	Aが枯れる／枯れた＋N	Plants only. 枯れ葉 = dead leaves. Not for animals (that is 死ぬ).	N3 batch4 day19 verb
生える	473	生[は]える	はえる	verb	v1 intransitive	to grow (teeth, plants, hair, beard)	उम्रनु; पलाउनु (दाँत, बिरुवा)	赤[あか]ちゃんに 初[はじ]めての 歯[は]が 生[は]えた。	The baby's first tooth came in.	庭[にわ]に 雑草[ざっそう]がたくさん 生[は]えている。	Lots of weeds are growing in the garden.	しばらく 剃[そ]らなかったら、ひげが 生[は]えてきた。	I did not shave for a while and a beard grew in.	Aが生える	Teeth, plants, hair, mold (かびが生える) grow on their own. Reading はえる.	N3 batch4 day19 verb
濡れる	474	濡[ぬ]れる	ぬれる	verb	v1 intransitive	to get wet	भिज्नु	急[きゅう]に 雨[あめ]が 降[ふ]って、 服[ふく]が 濡[ぬ]れた。	It rained suddenly and my clothes got wet.	濡[ぬ]れた 手[て]でコンセントに 触[さわ]らないで。	Do not touch the outlet with wet hands.	傘[かさ]を 忘[わす]れて、びしょびしょに 濡[ぬ]れてしまった。	I forgot my umbrella and got soaked.	Aが濡れる／濡れた＋N	Kanji 濡 is hard — often written ぬれる in kana. Opposite: 乾く.	N3 batch4 day19 verb
溢れる	475	溢[あふ]れる	あふれる	verb	v1 intransitive	to overflow; to be full of	पोखिनु; भरिनु	水[みず]を 入[い]れすぎて、コップから 溢[あふ]れた。	I poured too much and it overflowed from the cup.	休[やす]みの 日[ひ]の 公園[こうえん]は 家族連[かぞくづ]れで 溢[あふ]れていた。	The park on the day off was overflowing with families.	彼[かれ]の 手紙[てがみ]は 感謝[かんしゃ]の 気持[きも]ちで 溢[あふ]れていた。	His letter was full of gratitude.	Aが溢れる／Aに溢れる	Water overflows; places/hearts are full of (〜に溢れる). Kanji 溢 rare — often kana あふれる.	N3 batch4 day19 verb
反省	476	反省[はんせい]	はんせい	noun	noun / suru-verb	reflection; self-examination; regret	आत्मसमीक्षा; पश्चात्ताप	同[おな]じ 失敗[しっぱい]をして、 深[ふか]く 反省[はんせい]している。	I made the same mistake and am reflecting deeply.	試合[しあい]の 後[あと]、チームで 反省[はんせい] 会[かい]を 開[ひら]いた。	After the match, the team held a review meeting.	少[すこ]しは 反省[はんせい]しなさい。	Show at least a little remorse.	Aを反省する／反省会	反省 = looking back to improve (not just regret). 反省会 = a post-mortem/review meeting.	N3 batch4 day20 noun
後悔	477	後悔[こうかい]	こうかい	noun	noun / suru-verb	regret	पछुतो	あの 時[とき] 言[い]わなかったことを 後悔[こうかい]している。	I regret not saying it back then.	後[あと]で 後悔[こうかい]しないように、 今[いま] 頑張[がんば]ろう。	Let us work hard now so we do not regret it later.	彼[かれ]は 会社[かいしゃ]を 辞[や]めたことを 後悔[こうかい]していない。	He does not regret quitting the company.	Aを後悔する／後悔しないように	反省 = reflect to improve; 後悔 = wish you had done otherwise. V-なければよかった pairs with it.	N3 batch4 day20 noun
満足	478	満足[まんぞく]	まんぞく	noun	noun / suru-verb / na-adjective	satisfaction; being satisfied	सन्तुष्टि	今回[こんかい]の 結果[けっか]に 満足[まんぞく]している。	I am satisfied with this result.	お 客[きゃく] 様[さま]に 満足[まんぞく]していただけるサービスを 目指[めざ]す。	We aim for service that satisfies our customers.	小[ちい]さな 幸[しあわ]せに 満足[まんぞく]できる 人[ひと]は 強[つよ]い。	People who can be satisfied with small joys are strong.	Aに満足する／満足な＋N	Aに満足する = be satisfied with. Opposite: 不満 (dissatisfaction).	N3 batch4 day20 noun
納得	479	納得[なっとく]	なっとく	noun	noun / suru-verb	being convinced; understanding and accepting	चित्त बुझ्नु; सहमत हुनु	彼[かれ]の 説明[せつめい]を 聞[き]いて、やっと 納得[なっとく]した。	After hearing his explanation, I was finally convinced.	自分[じぶん]が 納得[なっとく]できるまで 質問[しつもん]した。	I asked questions until I was satisfied I understood.	その 理由[りゆう]では 納得[なっとく]できない。	I cannot accept that reason.	Aに納得する／納得できる・いく	納得 = accepting because it makes sense (not just understanding). 理解 (batch1) = comprehend.	N3 batch4 day20 noun
緊張	480	緊張[きんちょう]	きんちょう	noun	noun / suru-verb	nervousness; tension	तनाव; डर (नर्भस)	面接[めんせつ]の 前[まえ]は、いつも 緊張[きんちょう]する。	I always get nervous before an interview.	初[はじ]めての 発表[はっぴょう]で 緊張[きんちょう]して、 声[こえ]が 震[ふる]えた。	I was nervous at my first presentation and my voice shook.	二国[にこく] 間[かん]の 緊張[きんちょう]が 高[たか]まっている。	Tension between the two countries is rising.	Aに緊張する／緊張が高まる	Personal nerves and political tension. Opposite feeling: リラックスする, 落ち着く (batch3).	N3 batch4 day20 noun
遠慮	481	遠慮[えんりょ]	えんりょ	noun	noun / suru-verb	restraint; reserve; hesitation (out of politeness)	संकोच; लजाउनु (शिष्टताले)	遠慮[えんりょ]しないで、たくさん 食[た]べてください。	Do not hold back — please eat plenty.	ここでの 喫煙[きつえん]はご 遠慮[えんりょ]ください。	Please refrain from smoking here.	彼[かれ]に 遠慮[えんりょ]して、 本当[ほんとう]のことが 言[い]えなかった。	Out of deference to him, I could not say the truth.	遠慮する／ご遠慮ください	ご遠慮ください = polite 'please refrain' (signs). 遠慮なく = without hesitation. Very Japanese concept.	N3 batch4 day20 noun
邪魔	482	邪魔[じゃま]	じゃま	noun	noun / suru-verb / na-adjective	hindrance; nuisance; being in the way	बाधा; झन्झट	勉強[べんきょう]の 邪魔[じゃま]をしないでください。	Please do not disturb my studying.	大[おお]きな 荷物[にもつ]が 邪魔[じゃま]で、 歩[ある]きにくい。	The big luggage is in the way and hard to walk around.	お 邪魔[じゃま]します。	Excuse me for intruding. (said when entering a home)	Aの邪魔をする／邪魔な＋N／お邪魔します	お邪魔します = set phrase entering someone's home. 邪魔になる = get in the way.	N3 batch4 day20 noun
感心	483	感心[かんしん]	かんしん	noun	noun / suru-verb / na-adjective	being impressed; admiration	प्रभावित हुनु; प्रशंसा	彼[かれ]の 努力[どりょく]には 本当[ほんとう]に 感心[かんしん]する。	I am really impressed by his effort.	小[ちい]さい 子[こ]が 一人[ひとり]で 電車[でんしゃ]に 乗[の]っていて、 感心[かんしん]した。	I was impressed to see a small child riding the train alone.	感心[かんしん]して 見[み]ていた。	I watched with admiration.	Aに感心する	TRAP: 感心 (impressed) vs 関心 (かんしん, interest — 関心がある). Same sound! 感 = feel → impressed.	N3 batch4 day20 noun
尊敬	484	尊敬[そんけい]	そんけい	noun	noun / suru-verb	respect	आदर; सम्मान	私[わたし]は 父[ちち]を 心[こころ]から 尊敬[そんけい]している。	I respect my father from the bottom of my heart.	彼[かれ]は みんなから 尊敬[そんけい]される 先生[せんせい]だ。	He is a teacher respected by everyone.	尊敬[そんけい]する 人[ひと]は 誰[だれ]ですか。	Who is a person you respect?	Aを尊敬する／尊敬される	尊敬語 = respectful language (keigo). 信頼 = trust; 尊敬 = look up to.	N3 batch4 day20 noun
信頼	485	信頼[しんらい]	しんらい	noun	noun / suru-verb	trust; reliance	भरोसा; विश्वास	彼女[かのじょ]は 同僚[どうりょう]から 信頼[しんらい]されている。	She is trusted by her colleagues.	一度[いちど] 嘘[うそ]をつくと、 信頼[しんらい]を 失[うしな]う。	Once you tell a lie, you lose trust.	この 情報[じょうほう]は 信頼[しんらい]できる 相手[あいて]から 得[え]た。	I got this information from a source I can trust.	Aを信頼する／信頼を失う／信頼できる	信頼できる = trustworthy/reliable. 信じる (batch1) = believe (a single thing); 信頼 = ongoing trust.	N3 batch4 day20 noun
評価	486	評価[ひょうか]	ひょうか	noun	noun / suru-verb	evaluation; assessment; high regard	मूल्याङ्कन; कदर	彼[かれ]の 仕事[しごと]は 上司[じょうし]から 高[たか]く 評価[ひょうか]されている。	His work is highly regarded by his boss.	この 映画[えいが]は 世界中[せかいじゅう]で 高[たか]い 評価[ひょうか]を 受[う]けた。	This film received high praise around the world.	結果[けっか]だけでなく、 努力[どりょく]も 評価[ひょうか]してほしい。	I want effort, not just results, to be recognized.	Aを評価する／高く評価される	評価する = both 'assess' and 'value highly'. 高く評価する = think highly of.	N3 batch4 day20 noun
主張	487	主張[しゅちょう]	しゅちょう	noun	noun / suru-verb	assertion; claim; insisting	दाबी; अडान राख्नु	彼[かれ]は 自分[じぶん]の 意見[いけん]を 強[つよ]く 主張[しゅちょう]した。	He strongly asserted his own opinion.	筆者[ひっしゃ]の 主張[しゅちょう]をまとめなさい。	Summarize the author's argument.	みんなが 自分[じぶん]の 権利[けんり]ばかり 主張[しゅちょう]している。	Everyone is just insisting on their own rights.	Aを主張する／筆者の主張	筆者の主張 = the author's claim — reading-section term (with 筆者, batch3). 意見 = opinion; 主張 = asserted position.	N3 batch4 day20 noun
報告	488	報告[ほうこく]	ほうこく	noun	noun / suru-verb	report	प्रतिवेदन; रिपोर्ट	調査[ちょうさ]の 結果[けっか]を 上司[じょうし]に 報告[ほうこく]した。	I reported the survey results to my boss.	何[なに]か 問題[もんだい]があれば、すぐに 報告[ほうこく]してください。	If there is any problem, please report it right away.	無事[ぶじ]に 着[つ]いたことを 家族[かぞく]に 報告[ほうこく]する。	I report to my family that I arrived safely.	Aに報告する／報告書	ホウレンソウ = 報告・連絡・相談 (report/contact/consult), the Japan workplace mantra. 報告書 = a report (document).	N3 batch4 day20 noun
指示	489	指示[しじ]	しじ	noun	noun / suru-verb	instruction; directions	निर्देशन; आदेश	上司[じょうし]の 指示[しじ]に 従[したが]って 作業[さぎょう]を 進[すす]めた。	I proceeded with the work following my boss's instructions.	係[かかり]の 人[ひと]の 指示[しじ]どおりに 動[うご]いてください。	Please act exactly as the staff instructs.	細[こま]かい 指示[しじ]を 出[だ]さなくても、 彼[かれ]は 分[わ]かっている。	Even without detailed instructions, he understands.	Aに指示する／指示に従う／指示を出す	指示を出す = give instructions; 指示に従う = follow them (with 従う, batch2). 命令 (batch3) is stronger.	N3 batch4 day20 noun
担当	490	担当[たんとう]	たんとう	noun	noun / suru-verb	being in charge; person responsible	जिम्मेवारी; प्रभारी	この プロジェクトは 私[わたし]が 担当[たんとう]しています。	I am in charge of this project.	担当[たんとう]の 者[もの]に 代[か]わりますので、 少[しょう] 々[しょう]お 待[ま]ちください。	I will transfer you to the person in charge, so please hold a moment.	受付[うけつけ]の 担当[たんとう]は 田中[たなか]さんです。	The person handling reception is Tanaka-san.	Aを担当する／担当者	担当者 = the person in charge (business staple). 担当する = be responsible for.	N3 batch4 day20 noun
発生	491	発生[はっせい]	はっせい	noun	noun / suru-verb	occurrence; outbreak	उत्पत्ति; घटित हुनु	朝[あさ]の 事故[じこ]で、 大[おお]きな 渋滞[じゅうたい]が 発生[はっせい]した。	A big traffic jam occurred due to the morning accident.	この 地域[ちいき]では 台風[たいふう]がよく 発生[はっせい]する。	Typhoons often form in this region.	問題[もんだい]が 発生[はっせい]したら、すぐに 連絡[れんらく]します。	If a problem arises, I will contact you immediately.	Aが発生する	Problems, accidents, disasters occur. More formal/written than 起きる. System-error word too.	N3 batch4 day20 noun
発見	492	発見[はっけん]	はっけん	noun	noun / suru-verb	discovery; finding	खोज; पत्ता लगाउनु	その 星[ほし]は 百年[ひゃくねん] 前[まえ]に 発見[はっけん]された。	That star was discovered a hundred years ago.	旅行[りょこう] 先[さき]で、 素敵[すてき]なカフェを 発見[はっけん]した。	I discovered a lovely cafe at my travel destination.	早期[そうき] 発見[はっけん]が 何[なに]より 大切[たいせつ]だ。	Early detection is more important than anything.	Aを発見する／早期発見	発見 = discover (something that existed); 発明 = invent (something new). Don't mix.	N3 batch4 day20 noun
存在	493	存在[そんざい]	そんざい	noun	noun / suru-verb	existence; presence; a being	अस्तित्व; उपस्थिति	宇宙[うちゅう]には 生命[せいめい]が 存在[そんざい]するのだろうか。	Does life exist in the universe?	彼[かれ]はチームにとって 大[おお]きな 存在[そんざい]だ。	He is a significant presence for the team.	その 問題[もんだい]の 存在[そんざい]にすら 気[き]づいていなかった。	I had not even noticed the existence of that problem.	Aが存在する／大きな存在	存在する = exist (formal, written). 大きな存在 = an important figure/presence.	N3 batch4 day20 noun
成長	494	成長[せいちょう]	せいちょう	noun	noun / suru-verb	growth; growing up	वृद्धि; हुर्कनु	子[こ]どもの 成長[せいちょう]は 早[はや]い。	Children grow up fast.	失敗[しっぱい]を 通[とお]して 人[ひと]は 成長[せいちょう]する。	People grow through failure.	この 会社[かいしゃ]は 急速[きゅうそく]に 成長[せいちょう]している。	This company is growing rapidly.	Aが成長する	People, companies, economies grow. 成長 = growth/maturing; 発達 (batch3) = development of abilities.	N3 batch4 day20 noun
決心	495	決心[けっしん]	けっしん	noun	noun / suru-verb	determination; resolve	अठोट; निर्णय	たばこをやめる 決心[けっしん]をした。	I made up my mind to quit smoking.	留学[りゅうがく]しようと 決心[けっしん]するまで 時間[じかん]がかかった。	It took time to resolve to study abroad.	一度[いちど]した 決心[けっしん]は 変[か]えたくない。	I do not want to change a decision once made.	Aする決心をする／決心がつく	決心する = resolve to do. 決める (decide) is lighter; 決心 involves strong will. 決意 is even stronger.	N3 batch4 day20 noun
苦労	496	苦労[くろう]	くろう	noun	noun / suru-verb	hardship; trouble; toil	दुःख; कठिनाइ; मिहिनेत	両親[りょうしん]は 私[わたし]を 育[そだ]てるのに 苦労[くろう]した。	My parents went through hardship raising me.	外国[がいこく]で 家[いえ]を 探[さが]すのに 苦労[くろう]した。	I had a hard time finding a place to live abroad.	苦労[くろう]して 覚[おぼ]えた 単語[たんご]は 忘[わす]れにくい。	Words you struggle to learn are hard to forget.	Aに苦労する／苦労して＋V	ご苦労さま = thanks for your effort (to subordinates — careful with usage). 苦労する = have a hard time.	N3 batch4 day20 noun
努める	497	努[つと]める	つとめる	verb	v1 intransitive	to make an effort; to strive	प्रयास गर्नु; कोसिस गर्नु	お 客[きゃく] 様[さま]に 満足[まんぞく]していただけるよう 努[つと]めます。	I will strive to satisfy our customers.	問題[もんだい]の 解決[かいけつ]に 努[つと]めている。	We are working hard toward solving the problem.	冷静[れいせい]でいるよう 努[つと]めた。	I made an effort to stay calm.	Aに努める／〜よう努める	TRIPLE TRAP (all つとめる): 努める = make effort; 務める = serve as a role; 勤める = work for a company. This is 努 = effort.	N3 batch4 day20 verb
務める	498	務[つと]める	つとめる	verb	v1 transitive	to serve as; to fill a role	भूमिका निर्वाह गर्नु	彼[かれ]は 会議[かいぎ]の 司会[しかい]を 務[つと]めた。	He served as the chair of the meeting.	今年[ことし]の 祭[まつ]りで 主役[しゅやく]を 務[つと]めることになった。	I have been chosen to play the lead role in this year's festival.	彼女[かのじょ]はチームのキャプテンを 務[つと]めている。	She serves as the team's captain.	Aを務める（役・司会・主役）	This is 務 = fulfil a role/duty. Compare 努める (effort) and 勤める (勤: work for an employer).	N3 batch4 day20 verb
就く	499	就[つ]く	つく	verb	v5 intransitive	to take up (a post, job); to assume	पद ग्रहण गर्नु; काममा लाग्नु	大学[だいがく]を 出[で]て、 希望[きぼう]の 仕事[しごと]に 就[つ]いた。	After graduating, I took up the job I wanted.	彼[かれ]は 若[わか]くして 社長[しゃちょう]の 地位[ちい]に 就[つ]いた。	He assumed the position of president at a young age.	どんな 職業[しょくぎょう]に 就[つ]きたいですか。	What occupation do you want to go into?	Aに就く（仕事・地位・職）	職に就く = get/take a job. Homograph: 就 also in 就職, 就任. Many homophones (付く/着く) — kanji decides.	N3 batch4 day20 verb
雇う	500	雇[やと]う	やとう	verb	v5 transitive	to employ; to hire	जागिर दिनु; भर्ती गर्नु	店[みせ]が 忙[いそが]しくなって、アルバイトを 雇[やと]った。	The shop got busy, so we hired a part-timer.	その 会社[かいしゃ]は 外国人[がいこくじん] 社員[しゃいん]を 多[おお]く 雇[やと]っている。	That company employs many foreign staff.	引[ひ]っ 越[こ]しのとき、 業者[ぎょうしゃ]を 雇[やと]った。	When moving, I hired a moving company.	Aを雇う	雇う = hire (employer's side). 雇われる = be employed. 雇用 (こよう) = employment (noun).	N3 batch4 day20 verb
羨ましい	501	羨[うらや]ましい	うらやましい	adj	i-adjective	envious; enviable	डाहलाग्दो; ईर्ष्या हुने	君[きみ]は 何[なん]でも 食[た]べても 太[ふと]らなくて、 羨[うらや]ましい。	You can eat anything without gaining weight — I am envious.	自由[じゆう]な 時間[じかん]がたくさんあって、 羨[うらや]ましいですね。	You have lots of free time — how enviable.	彼[かれ]の 成功[せいこう]が 羨[うらや]ましくてたまらない。	I cannot help envying his success.	Aが羨ましい	Kanji 羨 is hard — often written kana うらやましい. 羨む (verb) = to envy.	N3 batch4 day21 adj
もったいない	502	もったいない	もったいない	adj	i-adjective	wasteful; too good to waste	खेर जाने; बर्बाद हुने	まだ 食[た]べられるのに 捨[す]てるなんて、もったいない。	Throwing it away when it is still edible — what a waste.	こんないい 天気[てんき]に 家[いえ]にいるのはもったいない。	It is a waste to stay home in such nice weather.	あなたには もったいないくらい、いい 人[ひと]ですよ。	She is so good she is almost too good for you.	〜のはもったいない	Famous untranslatable word — waste of resources/potential/time. Usually kana.	N3 batch4 day21 adj
