#separator:tab
#html:false
#tags column:17
#columns:word	rank	word_furigana	reading	type	pos	english	nepali	sentence1	sentence1_en	sentence2	sentence2_en	sentence3	sentence3_en	frame	note	tags
加わる	154	加[くわ]わる	くわわる	verb	v5 intransitive	to join; to be added	सामेल हुनु; थपिनु	新[あたら]しいメンバーがチームに 加[くわ]わった。	A new member joined the team.	議論[ぎろん]に 加[くわ]わってもいいですか。	May I join the discussion?	寒[さむ]さに 風[かぜ]も 加[くわ]わって、 外[そと]は 大変[たいへん]だ。	With wind added to the cold, it is rough outside.	AがBに加わる	Pair with 加える. 参加する is the suru-verb for joining events.	N3 batch2 day7 verb
伸びる	155	伸[の]びる	のびる	verb	v1 intransitive	to stretch; to grow; to improve	बढ्नु (लम्बाइ); सुध्रनु	髪[かみ]がずいぶん 伸[の]びましたね。	Your hair has grown quite a bit.	日本語[にほんご]の 力[ちから]が 伸[の]びてきた。	My Japanese ability has been improving.	売[う]り 上[あ]げが 伸[の]びている。	Sales are growing.	Aが伸びる（髪・身長・成績・売り上げ）	Growth in length/ability/sales. Pair: 伸ばす (vt). ラーメンが伸びる = noodles go soggy.	N3 batch2 day7 verb
伸ばす	156	伸[の]ばす	のばす	verb	v5 transitive	to stretch out; to grow (hair); to develop	बढाउनु; तन्काउनु	手[て]を 伸[の]ばして、 棚[たな]の 上[うえ]の 本[ほん]を 取[と]った。	I stretched out my hand and took the book from the shelf.	髪[かみ]を 伸[の]ばすことにした。	I decided to grow my hair out.	子[こ]どもの 長所[ちょうしょ]を 伸[の]ばしたい。	I want to develop my child's strengths.	Aを伸ばす（手・髪・力）	Pair: 伸びる (vi). 背筋を伸ばす = straighten your back.	N3 batch2 day7 verb
支える	157	支[ささ]える	ささえる	verb	v1 transitive	to support	सहारा दिनु; थाम्नु	家族[かぞく]を 支[ささ]えるために 働[はたら]いている。	I work to support my family.	倒[たお]れそうな 木[き]を 棒[ぼう]で 支[ささ]えた。	We propped up the tree that was about to fall with a pole.	多[おお]くの 人[ひと]に 支[ささ]えられて、ここまで 来[こ]られた。	Supported by many people, I have made it this far.	Aを支える／Aに支えられる	Physical and emotional support. Speech staple: 支えてくれた皆さん.	N3 batch2 day7 verb
助かる	158	助[たす]かる	たすかる	verb	v5 intransitive	to be saved; to be a great help	बच्नु; ठूलो सहयोग हुनु	手伝[てつだ]ってくれて、 助[たす]かりました。	Thanks for helping — that was a big help.	乗客[じょうきゃく]は 全員[ぜんいん] 助[たす]かった。	All the passengers were saved.	家賃[やちん]が 安[やす]いと 助[たす]かる。	Cheap rent really helps.	Aが助かる／〜と助かる	助かります = softened thank-you in business. Pair: 助ける (vt, N4).	N3 batch2 day7 verb
防ぐ	159	防[ふせ]ぐ	ふせぐ	verb	v5 transitive	to prevent; to protect against	रोक्नु; बचाउनु	手洗[てあら]いで 病気[びょうき]を 防[ふせ]ぐことができる。	You can prevent illness by washing your hands.	事故[じこ]を 防[ふせ]ぐために、スピードを 落[お]としてください。	To prevent accidents, please reduce speed.	カーテンで 寒[さむ]さを 防[ふせ]いだ。	We kept out the cold with curtains.	Aを防ぐ（事故・病気・犯罪）	予防 = prevention (medical). 防犯 = crime prevention.	N3 batch2 day7 verb
避ける	160	避[さ]ける	さける	verb	v1 transitive	to avoid	पन्छाउनु; टार्नु	ラッシュアワーを 避[さ]けて 出[で]かけた。	I went out avoiding rush hour.	彼[かれ]は 最近[さいきん]、 私[わたし]を 避[さ]けている 気[き]がする。	I feel like he has been avoiding me lately.	危険[きけん]な 場所[ばしょ]は 避[さ]けた 方[ほう]がいい。	It is better to avoid dangerous places.	Aを避ける／V-るのを避ける	〜を避けるため often in notices. 避難 (ひなん) = evacuation, same kanji.	N3 batch2 day7 verb
追う	161	追[お]う	おう	verb	v5 transitive	to chase; to pursue	पछ्याउनु; लखेट्नु	警察[けいさつ]が 犯人[はんにん]を 追[お]っている。	The police are pursuing the culprit.	流行[りゅうこう]を 追[お]うのに 疲[つか]れた。	I am tired of chasing trends.	毎日[まいにち]、 仕事[しごと]に 追[お]われている。	Every day I am swamped with work.	Aを追う／仕事に追われる	追われる (passive) = be pressed by. 追いつく = catch up; 追い越す = overtake.	N3 batch2 day7 verb
落ち着く	162	落[お]ち 着[つ]く	おちつく	verb	v5 intransitive	to calm down; to settle down	शान्त हुनु; स्थिर हुनु	深呼吸[しんこきゅう]をして、 気持[きも]ちを 落[お]ち 着[つ]かせた。	I took a deep breath and calmed myself down.	この 喫茶店[きっさてん]は 落[お]ち 着[つ]いた 雰囲気[ふんいき]だ。	This cafe has a calm atmosphere.	新[あたら]しい 生活[せいかつ]にやっと 落[お]ち 着[つ]いてきた。	I have finally settled into my new life.	Aが落ち着く／落ち着いた＋N	落ち着いて！ = Calm down! 落ち着いた色 = subdued colour.	N3 batch2 day7 verb
慌てる	163	慌[あわ]てる	あわてる	verb	v1 intransitive	to panic; to be flustered	आत्तिनु; हतारिनु	地震[じしん]のときは、 慌[あわ]てないで 行動[こうどう]しましょう。	In an earthquake, act without panicking.	時間[じかん]に 遅[おく]れそうで、 慌[あわ]てて 家[いえ]を 出[で]た。	About to be late, I rushed out of the house.	そんなに 慌[あわ]てなくても 大丈夫[だいじょうぶ]ですよ。	You do not need to be in such a rush.	慌てて＋V／慌てないで	慌てて = in a fluster. Opposite: 落ち着く.	N3 batch2 day7 verb
貯める	164	貯[た]める	ためる	verb	v1 transitive	to save up (money, points)	जम्मा गर्नु (पैसा)	車[くるま]を 買[か]うために、お 金[かね]を 貯[た]めている。	I am saving money to buy a car.	ポイントを 貯[た]めると、 割引[わりびき]が 受[う]けられる。	If you collect points, you can get discounts.	百万円[ひゃくまんえん] 貯[た]めるのに 二年[にねん]かかった。	It took two years to save one million yen.	Aを貯める（お金・ポイント）	貯める (vt) ↔ 貯まる/溜まる (vi). Related noun: 貯金.	N3 batch2 day7 verb
溜まる	165	溜[た]まる	たまる	verb	v5 intransitive	to accumulate; to build up	थुप्रिनु; जम्मा हुनु	ストレスが 溜[た]まっている。	Stress has been building up.	やることが 溜[た]まって、 大変[たいへん]だ。	Things to do have piled up — it is rough.	洗濯物[せんたくもの]が 溜[た]まってしまった。	The laundry has piled up.	Aが溜まる（ストレス・疲れ・仕事）	ストレスが溜まる is the collocation. Money sense usually written 貯まる.	N3 batch2 day7 verb
稼ぐ	166	稼[かせ]ぐ	かせぐ	verb	v5 transitive	to earn	कमाउनु	アルバイトで 学費[がくひ]を 稼[かせ]いでいる。	I am earning my tuition through a part-time job.	彼[かれ]は 若[わか]いうちにたくさん 稼[かせ]ぎたいと 言[い]っている。	He says he wants to earn a lot while he is young.	時間[じかん]を 稼[かせ]ぐために、 質問[しつもん]を 続[つづ]けた。	I kept asking questions to buy time.	Aを稼ぐ（お金・生活費・時間）	時間を稼ぐ = buy time. もうける = make a profit (business nuance).	N3 batch2 day7 verb
片付ける	167	片付[かたづ]ける	かたづける	verb	v1 transitive	to tidy up; to put away; to finish off	मिलाउनु; सफा गर्नु	部屋[へや]を 片付[かたづ]けてから 出[で]かけよう。	Let us tidy the room before going out.	机[つくえ]の 上[うえ]の 書類[しょるい]を 片付[かたづ]けた。	I cleared away the documents on the desk.	先[さき]にこの 仕事[しごと]を 片付[かたづ]けてしまいたい。	I want to knock out this job first.	Aを片付ける（部屋・仕事）	Rooms and tasks both. 片付く (vi) = get tidied. 整理する = organize (formal).	N3 batch2 day7 verb
汚れる	168	汚[よご]れる	よごれる	verb	v1 intransitive	to get dirty	फोहोर हुनु; मैलिनु	白[しろ]いシャツはすぐ 汚[よご]れる。	White shirts get dirty quickly.	靴[くつ]が 泥[どろ]で 汚[よご]れてしまった。	My shoes got dirty with mud.	汚[よご]れた 手[て]で 食[た]べ 物[もの]に 触[さわ]らないで。	Do not touch food with dirty hands.	Aが汚れる／汚れた＋N	汚れる (vi) ↔ 汚す (vt). 汚い (きたない) = dirty (adjective).	N3 batch2 day7 verb
触れる	169	触[ふ]れる	ふれる	verb	v1 intransitive	to touch; to touch on (a topic)	छुनु; (विषय) उठाउनु	展示品[てんじひん]に 触[ふ]れないでください。	Please do not touch the exhibits.	スピーチで 彼[かれ]は 環境[かんきょう] 問題[もんだい]に 触[ふ]れた。	In his speech, he touched on environmental issues.	日本[にほん]の 文化[ぶんか]に 触[ふ]れる 機会[きかい]が 増[ふ]えた。	Opportunities to experience Japanese culture have increased.	Aに触れる（物・話題・文化）	触る (さわる) = physically touch (casual); 触れる = light touch / touch on / come into contact with.	N3 batch2 day7 verb
抱える	170	抱[かか]える	かかえる	verb	v1 transitive	to hold in one's arms; to have (problems, debt)	बोक्नु; (समस्या) हुनु	彼女[かのじょ]は 大[おお]きな 荷物[にもつ]を 抱[かか]えて 歩[ある]いていた。	She was walking holding a big load in her arms.	多[おお]くの 人[ひと]が 悩[なや]みを 抱[かか]えている。	Many people carry worries.	会社[かいしゃ]は 大[おお]きな 問題[もんだい]を 抱[かか]えている。	The company has a big problem on its hands.	Aを抱える（荷物・問題・悩み・借金）	Abstract use (問題を抱える) is the exam use. 頭を抱える = be at wits' end.	N3 batch2 day7 verb
破る	171	破[やぶ]る	やぶる	verb	v5 transitive	to tear; to break (promise, rule, record)	च्यात्नु; (नियम) तोड्नु	約束[やくそく]を 破[やぶ]ってはいけない。	You must not break promises.	弟[おとうと]が 大事[だいじ]な 手紙[てがみ]を 破[やぶ]ってしまった。	My little brother tore up an important letter.	彼[かれ]は 大会[たいかい]の 記録[きろく]を 破[やぶ]った。	He broke the tournament record.	Aを破る（約束・ルール・記録・紙）	Opposite of 守る (batch 1). 破れる (vi) = get torn.	N3 batch2 day7 verb
離れる	172	離[はな]れる	はなれる	verb	v1 intransitive	to leave; to be separated; to be distant	छुट्टिनु; टाढा हुनु	大学[だいがく] 入学[にゅうがく]のとき、 家族[かぞく]と 離[はな]れて 暮[く]らし 始[はじ]めた。	When I entered university, I began living apart from my family.	駅[えき]から 少[すこ]し 離[はな]れた 静[しず]かな 場所[ばしょ]に 住[す]んでいる。	I live in a quiet place a little away from the station.	仕事[しごと]のことが 頭[あたま]から 離[はな]れない。	I cannot get work off my mind.	Aから離れる／Aと離れる／離れた＋N	離れる (vi) ↔ 離す (vt). 目を離す = take one's eyes off.	N3 batch2 day7 verb
移る	173	移[うつ]る	うつる	verb	v5 intransitive	to move to; to transfer; to shift	सर्नु	来月[らいげつ]、 新[あたら]しい 部署[ぶしょ]に 移[うつ]ります。	Next month I am moving to a new department.	話題[わだい]が 別[べつ]の 話[はなし]に 移[うつ]った。	The topic shifted to something else.	風邪[かぜ]が 家族[かぞく]に 移[うつ]ってしまった。	The cold spread to my family.	AがBに移る（場所・話題・病気）	Also = a cold being passed on. 引っ越す = move house (everyday). 移す (vt).	N3 batch2 day7 verb
預ける	174	預[あず]ける	あずける	verb	v1 transitive	to deposit; to leave in someone's care	जिम्मा राख्नु; जम्मा गर्नु	銀行[ぎんこう]にお 金[かね]を 預[あず]けている。	I keep my money in the bank.	子[こ]どもを 保育園[ほいくえん]に 預[あず]けて 働[はたら]いている。	I leave my child at daycare and work.	ホテルのフロントに 荷物[にもつ]を 預[あず]けた。	I left my luggage at the hotel front desk.	AにBを預ける（お金・子ども・荷物）	Pair: 預ける (give into care) ↔ 預かる (take into care). Both exam regulars.	N3 batch2 day7 verb
預かる	175	預[あず]かる	あずかる	verb	v5 transitive	to look after; to keep (for someone)	जिम्मा लिनु; साँच्नु	友達[ともだち]の 犬[いぬ]を 一週間[いっしゅうかん] 預[あず]かることになった。	I ended up looking after my friend's dog for a week.	お 荷物[にもつ]をお 預[あず]かりします。	I will take your luggage. (service phrase)	隣[となり]の 家[いえ]の 鍵[かぎ]を 預[あず]かっている。	I am keeping the neighbor's key.	AをBから預かる／お預かりします	Direction matters: 預ける = hand over; 預かる = receive to look after. Shop phrase: 一万円お預かりします.	N3 batch2 day7 verb
過去	176	過去[かこ]	かこ	noun	noun	the past	विगत; भूतकाल	過去[かこ]のことを 気[き]にしすぎない 方[ほう]がいい。	It is better not to worry too much about the past.	この 町[まち]は 過去[かこ] 十年[じゅうねん]で 大[おお]きく 変[か]わった。	This town has changed greatly in the past ten years.	過去[かこ]の 試験[しけん] 問題[もんだい]を 解[と]いてみよう。	Let us try solving past exam questions.	過去の＋N／過去＋期間で	過去問 (かこもん) = past exam papers — you will use this word a lot. Set: 過去・現在・未来.	N3 batch2 day8 noun
当時	177	当時[とうじ]	とうじ	noun	noun / adverb	at that time; in those days	त्यस बेला	当時[とうじ]、 私[わたし]はまだ 学生[がくせい]だった。	At that time, I was still a student.	当時[とうじ]の 写真[しゃしん]を 見[み]ると 懐[なつ]かしい。	Looking at photos from those days makes me nostalgic.	事故[じこ] 当時[とうじ]の 状況[じょうきょう]を 説明[せつめい]した。	I explained the situation at the time of the accident.	当時（は）／当時の＋N／N＋当時	Points to a past time already mentioned. その時 is the plain version.	N3 batch2 day8 noun
記録	178	記録[きろく]	きろく	noun	noun / suru-verb	record	रेकर्ड; अभिलेख	毎日[まいにち]の 勉強[べんきょう] 時間[じかん]を 記録[きろく]している。	I keep a record of my daily study time.	彼[かれ]は 世界[せかい] 記録[きろく]を 持[も]っている。	He holds the world record.	会議[かいぎ]の 内容[ないよう]を 記録[きろく]に 残[のこ]した。	We kept a record of the meeting's contents.	Aを記録する／記録を破る・残す	Sports records and written records. 記録的な暑さ = record heat.	N3 batch2 day8 noun
記憶	179	記憶[きおく]	きおく	noun	noun / suru-verb	memory	सम्झना; स्मृति	子[こ]どもの 頃[ころ]の 記憶[きおく]があまりない。	I do not have many memories from childhood.	その 日[ひ]のことは、はっきり 記憶[きおく]している。	I remember that day clearly.	人[ひと]の 名前[なまえ]を 記憶[きおく]するのが 苦手[にがて]だ。	I am bad at memorizing people's names.	記憶がある・ない／Aを記憶する／記憶に残る	記憶 = memory (faculty/stored); 思い出 = cherished memories. 記憶力 = memory power.	N3 batch2 day8 noun
記事	180	記事[きじ]	きじ	noun	noun	article (news)	समाचार लेख	新聞[しんぶん]の 記事[きじ]を 読[よ]んで、その 事件[じけん]を 知[し]った。	I learned of the incident from a newspaper article.	この 記事[きじ]によると、 物価[ぶっか]はまだ 上[あ]がるらしい。	According to this article, prices will apparently keep rising.	彼女[かのじょ]は 雑誌[ざっし]に 記事[きじ]を 書[か]いている。	She writes articles for a magazine.	〜の記事／記事によると	記事によると〜らしい/そうだ = reported-speech pattern on the exam.	N3 batch2 day8 noun
放送	181	放送[ほうそう]	ほうそう	noun	noun / suru-verb	broadcast; announcement	प्रसारण	その 番組[ばんぐみ]は 毎週[まいしゅう] 日曜日[にちようび]に 放送[ほうそう]される。	That program is broadcast every Sunday.	試合[しあい]の 様子[ようす]が 生[なま]で 放送[ほうそう]された。	The match was broadcast live.	駅[えき]の 放送[ほうそう]が 聞[き]き 取[と]れなかった。	I could not catch the station announcement.	Aを放送する／放送される／生放送	Station and in-store announcements are also 放送. 生放送 = live broadcast.	N3 batch2 day8 noun
翻訳	182	翻訳[ほんやく]	ほんやく	noun	noun / suru-verb	translation (written)	अनुवाद	この 小説[しょうせつ]は 多[おお]くの 言語[げんご]に 翻訳[ほんやく]されている。	This novel has been translated into many languages.	日本語[にほんご]の 記事[きじ]を 英語[えいご]に 翻訳[ほんやく]した。	I translated a Japanese article into English.	翻訳[ほんやく]アプリは 便利[べんり]だが、 完全[かんぜん]ではない。	Translation apps are handy but not perfect.	AをBに翻訳する	翻訳 = written; 通訳 (つうやく) = interpreting (spoken).	N3 batch2 day8 noun
誤解	183	誤解[ごかい]	ごかい	noun	noun / suru-verb	misunderstanding	गलतफहमी	私[わたし]の 言[い]い 方[かた]が 悪[わる]くて、 誤解[ごかい]させてしまった。	My phrasing was bad and caused a misunderstanding.	それは 誤解[ごかい]です。	That is a misunderstanding.	誤解[ごかい]を 解[と]くために、 直接[ちょくせつ] 話[はな]した。	To clear up the misunderstanding, I spoke directly.	Aを誤解する／誤解を招く・解く	誤解を招く = invite misunderstanding; 誤解を解く = clear it up.	N3 batch2 day8 noun
通じる	184	通[つう]じる	つうじる	verb	v1 intransitive	to get through; to be understood; to lead to	बुझिनु; सम्पर्क हुनु; पुग्नु	私[わたし]の 日本語[にほんご]は 何[なん]とか 通[つう]じた。	My Japanese somehow got through.	電話[でんわ]が 通[つう]じない。	I cannot get through on the phone.	この 道[みち]は 駅前[えきまえ]に 通[つう]じている。	This road leads to the station front.	AがBに通じる／話が通じる	話が通じない = we are not communicating. 共通 shares the kanji.	N3 batch2 day8 verb
測る	185	測[はか]る	はかる	verb	v5 transitive	to measure	नाप्नु	熱[ねつ]を 測[はか]ったら、 三十八度[さんじゅうはちど]あった。	When I took my temperature, it was 38 degrees.	部屋[へや]の 広[ひろ]さを 測[はか]ってから、 家具[かぐ]を 買[か]おう。	Let us measure the room before buying furniture.	走[はし]る 速[はや]さを 測[はか]ってみた。	I tried measuring my running speed.	Aを測る（長さ・温度・速さ）	Kanji trio: 測る (length/temp), 量る (weight/volume), 計る (time). N3 kanji-section bait.	N3 batch2 day8 verb
数える	186	数[かぞ]える	かぞえる	verb	v1 transitive	to count	गन्नु	参加者[さんかしゃ]の 数[かず]を 数[かぞ]えてください。	Please count the number of participants.	眠[ねむ]れないときは 羊[ひつじ]を 数[かぞ]える。	When I cannot sleep, I count sheep.	数[かぞ]えきれないほど 失敗[しっぱい]した。	I have failed more times than I can count.	Aを数える／数えきれない	数えきれない = countless (V-stem＋きれない, N3 grammar).	N3 batch2 day8 verb
平均	187	平均[へいきん]	へいきん	noun	noun / suru-verb	average	औसत	クラスの 平均[へいきん] 点[てん]は 七十点[ななじゅってん]だった。	The class average was 70 points.	一日[いちにち] 平均[へいきん] 二時間[にじかん] 勉強[べんきょう]している。	I study an average of two hours a day.	日本人[にほんじん]の 平均[へいきん] 寿命[じゅみょう]は 長[なが]い。	The average lifespan of Japanese people is long.	平均＋N（平均点・平均気温）／平均して	平均点 = average score — you will track this on mocks.	N3 batch2 day8 noun
割合	188	割合[わりあい]	わりあい	noun	noun	ratio; percentage	अनुपात; प्रतिशत	外国人[がいこくじん] 社員[しゃいん]の 割合[わりあい]が 増[ふ]えている。	The proportion of foreign employees is increasing.	三人[さんにん]に 一人[ひとり]の 割合[わりあい]で 眼鏡[めがね]をかけている。	One in three people wears glasses.	賛成[さんせい]と 反対[はんたい]の 割合[わりあい]は 半々[はんはん]だった。	The ratio of for and against was fifty-fifty.	〜の割合／〜の割合で	Graph-question word (listening/reading). 割 = 10% (三割 = 30%).	N3 batch2 day8 noun
程度	189	程度[ていど]	ていど	noun	noun	degree; extent; about	हदसम्म; मात्रा; करिब	被害[ひがい]の 程度[ていど]はまだ 分[わ]からない。	The extent of the damage is still unknown.	十五分[じゅうごふん] 程度[ていど] 休[やす]みましょう。	Let us rest for about fifteen minutes.	冗談[じょうだん]にも 程度[ていど]がある。	Even jokes have their limits.	N＋程度（quantity）／程度の＋N	N＋程度 = about (like ぐらい, but formal). ある程度 = to some extent.	N3 batch2 day8 noun
特徴	190	特徴[とくちょう]	とくちょう	noun	noun	characteristic; feature	विशेषता	この 犬[いぬ]の 特徴[とくちょう]は 耳[みみ]が 大[おお]きいことだ。	This dog's distinctive feature is its big ears.	それぞれの 地方[ちほう]に 食文化[しょくぶんか]の 特徴[とくちょう]がある。	Each region has its own distinctive food culture.	犯人[はんにん]の 特徴[とくちょう]を 警察[けいさつ]に 伝[つた]えた。	I described the culprit's features to the police.	〜の特徴／特徴がある／特徴的な	特徴 = neutral feature; 長所/短所 = strong/weak points.	N3 batch2 day8 noun
共通	191	共通[きょうつう]	きょうつう	noun	noun / suru-verb / na-adjective	common; shared	साझा; समान	二人[ふたり]には 共通[きょうつう]の 趣味[しゅみ]がある。	The two have a common hobby.	この 問題[もんだい]は 多[おお]くの 国[くに]に 共通[きょうつう]している。	This problem is common to many countries.	共通点[きょうつうてん]が 多[おお]いほど、 話[はなし]が 合[あ]う。	The more you have in common, the better you get along.	共通の＋N／Aに共通する／共通点	共通点 = things in common. 共通語 = common language.	N3 batch2 day8 noun
課題	192	課題[かだい]	かだい	noun	noun	task; issue; assignment	काम; समस्या; असाइनमेन्ट	今週[こんしゅう]の 課題[かだい]はレポートを 書[か]くことだ。	This week's assignment is writing a report.	人口[じんこう] 減少[げんしょう]は 日本[にほん]の 大[おお]きな 課題[かだい]だ。	Population decline is a big issue for Japan.	今後[こんご]の 課題[かだい]について 話[はな]し 合[あ]った。	We discussed the issues going forward.	〜の課題／課題を解決する／今後の課題	School assignment and social issue. 問題 = problem; 課題 = issue to tackle.	N3 batch2 day8 noun
傾向	193	傾向[けいこう]	けいこう	noun	noun	tendency; trend	प्रवृत्ति; झुकाव	最近[さいきん]の 若者[わかもの]は 車[くるま]を 買[か]わない 傾向[けいこう]がある。	Young people these days tend not to buy cars.	物価[ぶっか]は 上[あ]がる 傾向[けいこう]にある。	Prices are on an upward trend.	彼[かれ]は 物事[ものごと]を 悪[わる]く 考[かんが]える 傾向[けいこう]がある。	He has a tendency to think negatively about things.	V-る傾向がある／〜傾向にある	〜傾向がある = graph and reading-passage staple.	N3 batch2 day8 noun
規則	194	規則[きそく]	きそく	noun	noun	rule; regulation	नियम	学校[がっこう]の 規則[きそく]を 守[まも]りましょう。	Let us follow the school rules.	規則[きそく]を 破[やぶ]ると、 罰[ばつ]があります。	If you break the rules, there are penalties.	規則[きそく] 正[ただ]しい 生活[せいかつ]を 心[こころ]がけている。	I try to keep a well-regulated lifestyle.	規則を守る・破る／規則正しい	規則正しい生活 = regular (healthy) routine. ルール is the casual word.	N3 batch2 day8 noun
法律	195	法律[ほうりつ]	ほうりつ	noun	noun	law	कानुन	それは 法律[ほうりつ]で 禁止[きんし]されています。	That is prohibited by law.	新[あたら]しい 法律[ほうりつ]が 来月[らいげつ]から 始[はじ]まる。	A new law takes effect from next month.	法律[ほうりつ]を 学[まな]ぶために 大学[だいがく]に 入[はい]った。	I entered university to study law.	法律で禁止されている／法律を守る	法律で〜されている = by-law pattern.	N3 batch2 day8 noun
政治	196	政治[せいじ]	せいじ	noun	noun	politics	राजनीति	若[わか]い 人[ひと]の 政治[せいじ]への 関心[かんしん]が 低[ひく]い。	Young people's interest in politics is low.	政治[せいじ]の 話[はなし]は 難[むずか]しい。	Talk of politics is difficult.	彼[かれ]は 大学[だいがく]で 政治[せいじ]を 学[まな]んでいる。	He studies politics at university.	政治に関心がある／政治家	政治家 = politician. News cluster with 経済, 政府.	N3 batch2 day8 noun
経済	197	経済[けいざい]	けいざい	noun	noun	economy; economics	अर्थतन्त्र	日本[にほん]の 経済[けいざい]は 少[すこ]しずつ 回復[かいふく]している。	Japan's economy is recovering little by little.	経済[けいざい]のニュースを 毎朝[まいあさ] 読[よ]んでいる。	I read economic news every morning.	円安[えんやす]は 経済[けいざい]に 大[おお]きな 影響[えいきょう]を 与[あた]える。	A weak yen has a big impact on the economy.	経済が回復する／経済的な	経済的 = economic AND economical (cheap). 円安/円高 = weak/strong yen.	N3 batch2 day8 noun
調査	198	調査[ちょうさ]	ちょうさ	noun	noun / suru-verb	survey; investigation	सर्वेक्षण; अनुसन्धान	アンケート 調査[ちょうさ]を 行[おこな]った。	We conducted a questionnaire survey.	事故[じこ]の 原因[げんいん]を 調査[ちょうさ]している。	They are investigating the cause of the accident.	調査[ちょうさ]の 結果[けっか]、 意外[いがい]な 事実[じじつ]が 分[わ]かった。	As a result of the survey, a surprising fact came to light.	Aを調査する／調査によると／調査の結果	調査によると = reading-passage opener. 調べる is the everyday verb.	N3 batch2 day8 noun
実験	199	実験[じっけん]	じっけん	noun	noun / suru-verb	experiment	प्रयोग (वैज्ञानिक)	理科[りか]の 授業[じゅぎょう]で 実験[じっけん]をした。	We did an experiment in science class.	新[あたら]しい 薬[くすり]の 実験[じっけん]が 続[つづ]いている。	Experiments on the new medicine are continuing.	実験[じっけん]に 成功[せいこう]した。	The experiment succeeded.	実験をする／実験に成功・失敗する	実験に成功する takes に (see 成功, batch 1).	N3 batch2 day8 noun
感情	200	感情[かんじょう]	かんじょう	noun	noun	emotion; feelings	भावना	感情[かんじょう]を 顔[かお]に 出[だ]さない 人[ひと]もいる。	Some people do not show their emotions on their face.	感情的[かんじょうてき]にならないで、 冷静[れいせい]に 話[はな]しましょう。	Let us talk calmly without getting emotional.	音楽[おんがく]は 人[ひと]の 感情[かんじょう]を 動[うご]かす。	Music moves people's emotions.	感情を出す・抑える／感情的になる	感情的になる = get emotional. 気持ち = everyday feelings; 感情 = formal.	N3 batch2 day8 noun
増加	201	増加[ぞうか]	ぞうか	noun	noun / suru-verb	increase	वृद्धि	外国人[がいこくじん] 観光客[かんこうきゃく]の 数[かず]が 増加[ぞうか]している。	The number of foreign tourists is increasing.	人口[じんこう]の 増加[ぞうか]が 問題[もんだい]になっている。	Population increase has become a problem.	売[う]り 上[あ]げは 前年[ぜんねん]より 十[じゅっ]パーセント 増加[ぞうか]した。	Sales increased ten percent over the previous year.	Aが増加する／〜の増加	Written form of 増える. News/graph word. Pair: 減少.	N3 batch2 day9 noun
減少	202	減少[げんしょう]	げんしょう	noun	noun / suru-verb	decrease	कमी; घट्नु	子[こ]どもの 数[かず]が 年々[ねんねん] 減少[げんしょう]している。	The number of children is decreasing year by year.	事故[じこ]の 件数[けんすう]は 減少[げんしょう] 傾向[けいこう]にある。	The number of accidents is on a downward trend.	販売数[はんばいすう]の 減少[げんしょう]が 続[つづ]いている。	The decline in sales numbers continues.	Aが減少する／減少傾向	Written form of 減る. 少子化 = declining birthrate (related news word).	N3 batch2 day9 noun
進歩	203	進歩[しんぽ]	しんぽ	noun	noun / suru-verb	progress	प्रगति	技術[ぎじゅつ]の 進歩[しんぽ]は 速[はや]い。	Technological progress is fast.	彼[かれ]の 日本語[にほんご]は 大[おお]きく 進歩[しんぽ]した。	His Japanese has progressed greatly.	医学[いがく]の 進歩[しんぽ]のおかげで、 多[おお]くの 命[いのち]が 救[すく]われている。	Thanks to progress in medicine, many lives are being saved.	Aが進歩する／〜の進歩	進歩 = progress (skill/tech); 発展 = development (scale).	N3 batch2 day9 noun
発展	204	発展[はってん]	はってん	noun	noun / suru-verb	development; growth	विकास	この 町[まち]は 工業[こうぎょう] 都市[とし]として 発展[はってん]した。	This town developed as an industrial city.	会社[かいしゃ]の 発展[はってん]のために 頑張[がんば]ります。	I will work hard for the company's development.	話[はなし]が 思[おも]わぬ 方向[ほうこう]に 発展[はってん]した。	The conversation developed in an unexpected direction.	Aが発展する／発展途上国	発展途上国 = developing country. 発達 = development of abilities or weather systems.	N3 batch2 day9 noun
輸入	205	輸入[ゆにゅう]	ゆにゅう	noun	noun / suru-verb	import	आयात	日本[にほん]は 石油[せきゆ]のほとんどを 輸入[ゆにゅう]している。	Japan imports most of its oil.	輸入品[ゆにゅうひん]は 値段[ねだん]が 高[たか]いことが 多[おお]い。	Imported goods are often expensive.	この 果物[くだもの]は 外国[がいこく]から 輸入[ゆにゅう]されたものだ。	This fruit was imported from abroad.	AをBから輸入する／輸入品	Pair: 輸入 ↔ 輸出. Reading ゆにゅう (not しゅにゅう).	N3 batch2 day9 noun
輸出	206	輸出[ゆしゅつ]	ゆしゅつ	noun	noun / suru-verb	export	निर्यात	日本[にほん]は 車[くるま]を 世界中[せかいじゅう]に 輸出[ゆしゅつ]している。	Japan exports cars all over the world.	輸出[ゆしゅつ]が 増[ふ]えると、 経済[けいざい]に 良[よ]い 影響[えいきょう]がある。	When exports increase, it has a good effect on the economy.	この 会社[かいしゃ]は 輸出[ゆしゅつ] 向[む]けの 製品[せいひん]を 作[つく]っている。	This company makes products for export.	AをBに輸出する／輸出向け	Pair with 輸入. Kanji 輸 appears in both — learn once.	N3 batch2 day9 noun
