#separator:tab
#html:false
#tags column:17
#columns:word	rank	word_furigana	reading	type	pos	english	nepali	sentence1	sentence1_en	sentence2	sentence2_en	sentence3	sentence3_en	frame	note	tags
覚める	305	覚[さ]める	さめる	verb	v1 intransitive	to wake up; to sober up	ब्युँझनु; होस आउनु	夜中[よなか]に 何度[なんど]も 目[め]が 覚[さ]めた。	I woke up many times during the night.	コーヒーを 飲[の]んだら、 目[め]が 覚[さ]めた。	After drinking coffee, I woke right up.	夢[ゆめ]から 覚[さ]めたような 気分[きぶん]だった。	I felt as if I had awoken from a dream.	目が覚める／夢から覚める	Set phrase 目が覚める (not 起きる alone). Homophone 冷める = cool down — trap pair, next word.	N3 batch3 day13 verb
冷める	306	冷[さ]める	さめる	verb	v1 intransitive	to cool down; to lose interest	सेलाउनु; मन मर्नु	スープが 冷[さ]めないうちに 食[た]べてください。	Please eat the soup before it gets cold.	お 風呂[ふろ]が 冷[さ]めてしまった。	The bath has gone cold.	彼[かれ]のサッカー 熱[ねつ]はすっかり 冷[さ]めたようだ。	His passion for soccer seems to have completely cooled.	Aが冷める（料理・気持ち）	〜ないうちに (before it ~) is the exam frame. Same sound as 覚める — kanji decides meaning.	N3 batch3 day13 verb
沸く	307	沸[わ]く	わく	verb	v5 intransitive	to boil; to get excited (crowd)	उम्लनु	お 湯[ゆ]が 沸[わ]いたら、お 茶[ちゃ]を 入[い]れましょう。	When the water boils, let us make tea.	お 風呂[ふろ]が 沸[わ]きました。	The bath is ready.	ゴールの 瞬間[しゅんかん]、 会場[かいじょう]が 沸[わ]いた。	The moment of the goal, the venue erupted.	お湯が沸く／会場が沸く	Your bath heater literally announces お風呂が沸きました. Crowd excitement too.	N3 batch3 day13 verb
沸かす	308	沸[わ]かす	わかす	verb	v5 transitive	to boil (water); to heat (bath)	उमाल्नु	お 湯[ゆ]を 沸[わ]かしてコーヒーを 入[い]れた。	I boiled water and made coffee.	お 風呂[ふろ]を 沸[わ]かしておいてくれる？	Can you heat the bath for me?	やかんでお 湯[ゆ]を 沸[わ]かすより、 電気[でんき]ポットの 方[ほう]が 速[はや]い。	An electric kettle is faster than boiling water in a kettle on the stove.	Aを沸かす（お湯・お風呂）	Pair: 沸く (vi) ↔ 沸かす (vt). Note: you boil the water お湯, not the 水 — set collocation.	N3 batch3 day13 verb
混ぜる	309	混[ま]ぜる	まぜる	verb	v1 transitive	to mix; to stir	मिसाउनु	卵[たまご]と 砂糖[さとう]をよく 混[ま]ぜてください。	Please mix the egg and sugar well.	ご 飯[はん]に 豆[まめ]を 混[ま]ぜて 炊[た]いた。	I cooked the rice mixed with beans.	絵[え]の 具[ぐ]を 混[ま]ぜて、 好[す]きな 色[いろ]を 作[つく]った。	I mixed paints and made the color I wanted.	AとBを混ぜる／AにBを混ぜる	混ざる／混じる (vi) = be mixed. Cooking-instruction staple.	N3 batch3 day13 verb
包む	310	包[つつ]む	つつむ	verb	v5 transitive	to wrap	बेर्नु; प्याक गर्नु	プレゼント 用[よう]に 包[つつ]んでください。	Please wrap it as a gift.	母[はは]は 弁当[べんとう]を 布[ぬの]で 包[つつ]んだ。	My mother wrapped the lunch box in cloth.	町[まち]は 朝[あさ]の 霧[きり]に 包[つつ]まれていた。	The town was wrapped in morning fog.	AをBで包む／Aに包まれる	Shop phrase: プレゼント用に包んでください. Passive 包まれる = enveloped in (fog, warmth).	N3 batch3 day13 verb
塗る	311	塗[ぬ]る	ぬる	verb	v5 transitive	to paint; to apply (cream, medicine)	लगाउनु (रंग, मलम)	壁[かべ]を 白[しろ]く 塗[ぬ]った。	We painted the wall white.	虫[むし]に 刺[さ]されたところに 薬[くすり]を 塗[ぬ]った。	I applied medicine where the insect bit me.	パンにバターを 塗[ぬ]って 食[た]べる。	I spread butter on bread and eat it.	AにBを塗る（薬・ペンキ・バター）	Paint, cream, butter — one verb. 薬を塗る vs 薬を飲む: apply vs take.	N3 batch3 day13 verb
畳む	312	畳[たた]む	たたむ	verb	v5 transitive	to fold (clothes, futon); to close (business)	पट्याउनु (लुगा)	洗濯物[せんたくもの]を 畳[たた]んでしまった。	I folded the laundry and put it away.	布団[ふとん]を 畳[たた]んで 押[お]し 入[い]れに 入[い]れる。	I fold the futon and put it in the closet.	祖父[そふ]は 去年[きょねん]、 店[みせ]を 畳[たた]んだ。	My grandfather closed his shop last year.	Aを畳む（服・布団・傘）	Same kanji as 畳 (たたみ, tatami mat). 店を畳む = close a business for good.	N3 batch3 day13 verb
重ねる	313	重[かさ]ねる	かさねる	verb	v1 transitive	to pile up; to repeat (efforts)	खप्ट्याउनु; थप्दै जानु	お 皿[さら]を 重[かさ]ねて 棚[たな]にしまった。	I stacked the plates and put them in the cupboard.	彼[かれ]は 努力[どりょく]を 重[かさ]ねて、 夢[ゆめ]をかなえた。	He piled effort on effort and realized his dream.	失敗[しっぱい]を 重[かさ]ねるたびに、 人[ひと]は 強[つよ]くなる。	Each time failures pile up, people grow stronger.	Aを重ねる（皿・努力・経験・年）	努力を重ねる, 経験を重ねる = accumulate — reading-passage favourite. 年を重ねる = age.	N3 batch3 day13 verb
重なる	314	重[かさ]なる	かさなる	verb	v5 intransitive	to overlap; to coincide	खप्टिनु; जुध्नु (मिति)	今週[こんしゅう]は 予定[よてい]が 重[かさ]なって 忙[いそが]しい。	This week my plans overlap and I am busy.	会議[かいぎ]と 面接[めんせつ]の 時間[じかん]が 重[かさ]なってしまった。	The meeting and the interview ended up at the same time.	不運[ふうん]が 重[かさ]なって、 大変[たいへん]な 一年[いちねん]だった。	Misfortunes piled up — it was a hard year.	Aが重なる（予定・時間・不幸）	Schedule conflicts = 予定が重なる. Pair: 重ねる (vt).	N3 batch3 day13 verb
積む	315	積[つ]む	つむ	verb	v5 transitive	to pile up; to load; to accumulate (experience)	थुपार्नु; लोड गर्नु	トラックに 荷物[にもつ]を 積[つ]んだ。	We loaded the truck with cargo.	海外[かいがい]で 経験[けいけん]を 積[つ]みたい。	I want to build up experience overseas.	机[つくえ]の 上[うえ]に 本[ほん]が 積[つ]んである。	Books are piled on the desk.	AにBを積む／経験を積む	経験を積む = the resume verb. 積んである = stacked (てある state).	N3 batch3 day13 verb
積もる	316	積[つ]もる	つもる	verb	v5 intransitive	to pile up (snow, dust)	थुप्रिनु (हिउँ)	一晩[ひとばん]で 雪[ゆき]が 二十[にじゅう]センチ 積[つ]もった。	Twenty centimeters of snow piled up overnight.	机[つくえ]の 上[うえ]にほこりが 積[つ]もっている。	Dust has collected on the desk.	積[つ]もる 話[はなし]もあるし、 今度[こんど]ゆっくり 会[あ]おう。	We have a lot to catch up on — let us meet properly sometime.	Aが積もる（雪・ほこり）	雪が積もる = the weather-news phrase. 積もる話 = much to catch up on.	N3 batch3 day13 verb
叩く	317	叩[たた]く	たたく	verb	v5 transitive	to hit; to knock; to clap	हिर्काउनु; ढकढक्याउनु	ドアを 叩[たた]く 音[おと]がした。	There was a knocking sound at the door.	彼[かれ]は 私[わたし]の 肩[かた]を 軽[かる]く 叩[たた]いた。	He tapped me lightly on the shoulder.	太鼓[たいこ]を 叩[たた]く 祭[まつ]りを 見[み]に 行[い]った。	I went to see a festival with drum beating.	Aを叩く（ドア・肩・太鼓・手）	Knock, tap, drum, clap (手を叩く). Usually written たたく in kana.	N3 batch3 day13 verb
抑える	318	抑[おさ]える	おさえる	verb	v1 transitive	to suppress; to keep down (costs, feelings)	दबाउनु; रोक्नु (खर्च, भावना)	彼[かれ]は 怒[いか]りを 抑[おさ]えて、 冷静[れいせい]に 話[はな]した。	He suppressed his anger and spoke calmly.	今月[こんげつ]は 食費[しょくひ]を 抑[おさ]えたい。	I want to keep food costs down this month.	この 薬[くすり]は 痛[いた]みを 抑[おさ]える 効果[こうか]がある。	This medicine has the effect of suppressing pain.	Aを抑える（怒り・費用・痛み）	Emotions, costs, pain. Homophone 押さえる = hold down physically — kanji-section trap.	N3 batch3 day13 verb
引っ張る	319	引[ひ]っ 張[ぱ]る	ひっぱる	verb	v5 transitive	to pull; to drag	तान्नु	そんなに 強[つよ]く 引[ひ]っ 張[ぱ]らないで。	Do not pull so hard.	犬[いぬ]がリードを 引[ひ]っ 張[ぱ]って 歩[ある]きたがる。	The dog pulls on the leash, wanting to walk.	彼女[かのじょ]がチームを 引[ひ]っ 張[ぱ]っている。	She is pulling the team along (leading it).	Aを引っ張る	チームを引っ張る = carry/lead the team. Opposite: 押す (push).	N3 batch3 day13 verb
取り替える	320	取[と]り 替[か]える	とりかえる	verb	v1 transitive	to replace; to exchange	फेर्नु; साट्नु	電池[でんち]を 新[あたら]しいのと 取[と]り 替[か]えた。	I replaced the batteries with new ones.	電球[でんきゅう]が 切[き]れたので 取[と]り 替[か]えなければならない。	The light bulb burned out, so it has to be replaced.	サイズが 合[あ]わない 場合[ばあい]は 取[と]り 替[か]えられますか。	If the size does not fit, can it be exchanged?	AをBと取り替える	交換する = formal version. Store word for exchanges.	N3 batch3 day13 verb
戻す	321	戻[もど]す	もどす	verb	v5 transitive	to return (something); to put back	फर्काउनु; राखेकै ठाउँमा राख्नु	使[つか]った 物[もの]は 元[もと]の 場所[ばしょ]に 戻[もど]してください。	Please put things back where they were.	読[よ]み 終[お]わった 本[ほん]を 棚[たな]に 戻[もど]した。	I returned the book I finished to the shelf.	話[はなし]を 元[もと]に 戻[もど]しましょう。	Let us get back to the topic.	AをBに戻す／元に戻す	Pair: 戻る (vi, N4) ↔ 戻す (vt). 話を戻す = get back on topic (meeting phrase).	N3 batch3 day13 verb
つながる	322	つながる	つながる	verb	v5 intransitive	to be connected; to lead to	जोडिनु	インターネットがつながらない。	The internet will not connect.	この 道[みち]は 高速[こうそく] 道路[どうろ]につながっている。	This road connects to the expressway.	毎日[まいにち]の 練習[れんしゅう]が 合格[ごうかく]につながる。	Daily practice leads to passing.	AがBにつながる	Wifi, phones, roads, and cause-effect (〜につながる). Kanji 繋がる exists but kana is normal.	N3 batch3 day13 verb
広がる	323	広[ひろ]がる	ひろがる	verb	v5 intransitive	to spread; to widen	फैलिनु	うわさはすぐに 広[ひろ]がった。	The rumor spread quickly.	窓[まど]の 外[そと]には 海[うみ]が 広[ひろ]がっていた。	Outside the window, the sea stretched out.	火事[かじ]は 隣[となり]の 建物[たてもの]に 広[ひろ]がった。	The fire spread to the neighboring building.	Aが広がる（うわさ・火・景色）	News, fire, scenery. Pair: 広げる (vt).	N3 batch3 day13 verb
広げる	324	広[ひろ]げる	ひろげる	verb	v1 transitive	to spread out; to widen; to expand	फैलाउनु	机[つくえ]の 上[うえ]に 地図[ちず]を 広[ひろ]げた。	I spread the map out on the desk.	会社[かいしゃ]は 海外[かいがい]に 事業[じぎょう]を 広[ひろ]げている。	The company is expanding its business overseas.	視野[しや]を 広[ひろ]げるために 留学[りゅうがく]したい。	I want to study abroad to broaden my horizons.	Aを広げる（地図・事業・視野）	視野を広げる = broaden one's outlook — essay favourite.	N3 batch3 day13 verb
向ける	325	向[む]ける	むける	verb	v1 transitive	to turn toward; to aim at	फर्काउनु (दिशा); लक्षित गर्नु	カメラをこちらに 向[む]けないでください。	Please do not point the camera this way.	彼[かれ]は 私[わたし]に 背中[せなか]を 向[む]けた。	He turned his back to me.	これは 初心者[しょしんしゃ] 向[む]けの 本[ほん]です。	This is a book aimed at beginners.	AをBに向ける／N向け	N向け = intended for N (子ども向け, 輸出向け) — appears in reading questions.	N3 batch3 day13 verb
政府	326	政府[せいふ]	せいふ	noun	noun	government	सरकार	政府[せいふ]は 新[あたら]しい 政策[せいさく]を 発表[はっぴょう]した。	The government announced a new policy.	政府[せいふ]の 調査[ちょうさ]によると、 人口[じんこう]は 減[へ]り 続[つづ]けている。	According to a government survey, the population keeps decreasing.	国民[こくみん]は 政府[せいふ]に 説明[せつめい]を 求[もと]めた。	The people demanded an explanation from the government.	政府が発表する／政府の調査	News cluster: 政府・政治・政策. 国 = the country (casual equivalent).	N3 batch3 day14 noun
地域	327	地域[ちいき]	ちいき	noun	noun	area; region; community	क्षेत्र; इलाका	この 地域[ちいき]は 雪[ゆき]が 多[おお]い。	This region gets a lot of snow.	地域[ちいき]の 人々[ひとびと]と 交流[こうりゅう]する 祭[まつ]りがある。	There is a festival for mingling with people of the community.	住[す]む 地域[ちいき]によって、ごみの 出[だ]し 方[かた]が 違[ちが]う。	How you put out garbage differs by the area you live in.	この地域／地域の＋N	地域 = local area/community; 地方 = region vs the capital. Next word contrasts.	N3 batch3 day14 noun
地方	328	地方[ちほう]	ちほう	noun	noun	region; the provinces (vs Tokyo)	प्रदेश; ग्रामीण क्षेत्र	東北[とうほく] 地方[ちほう]では 大雪[おおゆき]のおそれがあります。	There is a risk of heavy snow in the Tohoku region.	彼[かれ]は 地方[ちほう] 出身[しゅっしん]で、 東京[とうきょう]の 大学[だいがく]に 入[はい]った。	He is from the provinces and entered a university in Tokyo.	地方[ちほう]の 人口[じんこう] 減少[げんしょう]が 進[すす]んでいる。	Population decline in rural regions is advancing.	〜地方（関東地方）／地方出身	Two senses: geographic block (関東地方) and countryside vs Tokyo. Weather forecasts use the first.	N3 batch3 day14 noun
都市	329	都市[とし]	とし	noun	noun	city (large)	सहर (ठूलो)	東京[とうきょう]は 世界[せかい] 有数[ゆうすう]の 大都市[だいとし]だ。	Tokyo is one of the world's major big cities.	都市[とし]の 生活[せいかつ]は 便利[べんり]だが、 家賃[やちん]が 高[たか]い。	City life is convenient, but rent is high.	若者[わかもの]は 仕事[しごと]を 求[もと]めて 都市[とし]に 集[あつ]まる。	Young people gather in cities seeking work.	大都市／都市部／都市の生活	都市 = formal city (written); 町/都会 = everyday words. 都市部 ↔ 地方.	N3 batch3 day14 noun
渋滞	330	渋滞[じゅうたい]	じゅうたい	noun	noun / suru-verb	traffic jam	ट्राफिक जाम	事故[じこ]で 道路[どうろ]が 渋滞[じゅうたい]している。	The road is jammed because of an accident.	連休[れんきゅう]は 高速[こうそく] 道路[どうろ]の 渋滞[じゅうたい]がひどい。	During long weekends, expressway traffic jams are terrible.	渋滞[じゅうたい]を 避[さ]けて、 朝[あさ] 早[はや]く 出発[しゅっぱつ]した。	We left early in the morning to avoid the traffic.	渋滞する／渋滞に巻き込まれる	Radio-traffic-report word. 混雑 (こんざつ) = crowding (people); 渋滞 = vehicles.	N3 batch3 day14 noun
災害	331	災害[さいがい]	さいがい	noun	noun	disaster	विपद्	日本[にほん]は 自然[しぜん] 災害[さいがい]が 多[おお]い 国[くに]だ。	Japan is a country with many natural disasters.	災害[さいがい]に 備[そな]えて、 水[みず]と 食料[しょくりょう]を 用意[ようい]している。	I keep water and food ready in case of disaster.	災害[さいがい] 時[じ]の 連絡[れんらく] 方法[ほうほう]を 家族[かぞく]で 決[き]めておこう。	Decide with your family how to contact each other in a disaster.	自然災害／災害に備える	Preparedness Japanese: 〜に備える = prepare for. 防災 = disaster prevention.	N3 batch3 day14 noun
被害	332	被害[ひがい]	ひがい	noun	noun	damage; harm (suffered)	क्षति (भोगेको)	台風[たいふう]による 被害[ひがい]が 各地[かくち]で 出[で]ている。	Typhoon damage is occurring in various places.	幸[さいわ]い、 大[おお]きな 被害[ひがい]はなかった。	Fortunately, there was no major damage.	詐欺[さぎ]の 被害[ひがい]に 遭[あ]わないように 気[き]をつけて。	Be careful not to fall victim to scams.	被害が出る／被害に遭う／被害者	被害に遭う = suffer damage/be victimized. 被害者 = victim. News staple.	N3 batch3 day14 noun
犯罪	333	犯罪[はんざい]	はんざい	noun	noun	crime	अपराध	この 町[まち]は 犯罪[はんざい]が 少[すく]なくて 安全[あんぜん]だ。	This town has little crime and is safe.	インターネットを 使[つか]った 犯罪[はんざい]が 増[ふ]えている。	Crimes using the internet are increasing.	犯罪[はんざい]を 防[ふせ]ぐために、カメラが 設置[せっち]された。	Cameras were installed to prevent crime.	犯罪を犯す・防ぐ／犯罪者	防犯カメラ = security camera. 罪 (つみ) = sin/offense.	N3 batch3 day14 noun
犯人	334	犯人[はんにん]	はんにん	noun	noun	culprit; perpetrator	अपराधी; दोषी	警察[けいさつ]は 犯人[はんにん]を 追[お]っている。	The police are chasing the culprit.	犯人[はんにん]はまだ 捕[つか]まっていない。	The culprit has not been caught yet.	ドラマの 犯人[はんにん]が 最後[さいご]まで 分[わ]からなかった。	I could not tell who the culprit in the drama was until the end.	犯人を捕まえる・追う	捕まる (vi) = get caught; 捕まえる (vt) = catch. Mystery-drama vocabulary.	N3 batch3 day14 noun
貿易	335	貿易[ぼうえき]	ぼうえき	noun	noun / suru-verb	trade (international)	व्यापार (अन्तर्राष्ट्रिय)	日本[にほん]は 多[おお]くの 国[くに]と 貿易[ぼうえき]を 行[おこな]っている。	Japan conducts trade with many countries.	貿易[ぼうえき] 会社[がいしゃ]で 働[はたら]きたい。	I want to work at a trading company.	両国[りょうこく]の 貿易[ぼうえき] 関係[かんけい]は 深[ふか]まっている。	Trade relations between the two countries are deepening.	Aと貿易する／貿易会社	Umbrella for 輸出＋輸入 (batch 2). 貿易会社 = trading company (many in Tokyo).	N3 batch3 day14 noun
産業	336	産業[さんぎょう]	さんぎょう	noun	noun	industry	उद्योग	この 国[くに]の 主[おも]な 産業[さんぎょう]は 観光[かんこう]だ。	This country's main industry is tourism.	IT 産業[さんぎょう]は 急速[きゅうそく]に 成長[せいちょう]している。	The IT industry is growing rapidly.	自動車[じどうしゃ] 産業[さんぎょう]は 多[おお]くの 人[ひと]を 雇[やと]っている。	The auto industry employs many people.	主な産業／〜産業（観光産業）	Suffix pattern: 観光産業, IT産業. 工業 = manufacturing specifically.	N3 batch3 day14 noun
農業	337	農業[のうぎょう]	のうぎょう	noun	noun	agriculture; farming	कृषि	祖父母[そふぼ]は 田舎[いなか]で 農業[のうぎょう]をしている。	My grandparents farm in the countryside.	農業[のうぎょう]を 始[はじ]める 若者[わかもの]が 少[すこ]しずつ 増[ふ]えている。	Young people taking up farming are slowly increasing.	この 地域[ちいき]は 農業[のうぎょう]が 盛[さか]んだ。	Agriculture thrives in this region.	農業をする／農業が盛んだ	Family: 農家 = farm household, 農産物 = farm products.	N3 batch3 day14 noun
工事	338	工事[こうじ]	こうじ	noun	noun / suru-verb	construction work	निर्माण कार्य	家[いえ]の 前[まえ]の 道[みち]が 工事[こうじ] 中[ちゅう]だ。	The road in front of my house is under construction.	工事[こうじ]の 音[おと]がうるさくて 眠[ねむ]れない。	The construction noise is so loud I cannot sleep.	駅[えき]の 工事[こうじ]は 来月[らいげつ] 終[お]わる 予定[よてい]です。	The station construction is scheduled to finish next month.	工事中／工事が終わる	工事中 = under construction — the sign you walk past daily. 建設 = large-scale construction (formal).	N3 batch3 day14 noun
制限	339	制限[せいげん]	せいげん	noun	noun / suru-verb	limit; restriction	सीमा; प्रतिबन्ध	この 道路[どうろ]の 速度[そくど] 制限[せいげん]は 四十[よんじゅう]キロだ。	The speed limit on this road is 40 kph.	時間[じかん] 制限[せいげん]があるので、 急[いそ]ぎましょう。	There is a time limit, so let us hurry.	医者[いしゃ]に 塩分[えんぶん]を 制限[せいげん]するように 言[い]われた。	The doctor told me to restrict my salt intake.	Aを制限する／〜制限（速度制限・年齢制限）	Suffix: 速度制限, 年齢制限, 時間制限. 限る (272) is the native verb.	N3 batch3 day14 noun
観察	340	観察[かんさつ]	かんさつ	noun	noun / suru-verb	observation	अवलोकन	夏休[なつやす]みに 朝顔[あさがお]の 観察[かんさつ] 日記[にっき]をつけた。	During summer vacation, I kept an observation diary of morning glories.	鳥[とり]の 行動[こうどう]を 観察[かんさつ]するのが 好[す]きだ。	I like observing birds' behavior.	彼[かれ]は 人[ひと]をよく 観察[かんさつ]している。	He observes people closely.	Aを観察する／観察日記	Science-class word. 観察力 = observational skill.	N3 batch3 day14 noun
発達	341	発達[はったつ]	はったつ	noun	noun / suru-verb	development (abilities, technology, weather systems)	विकास (क्षमता, प्रविधि)	科学[かがく] 技術[ぎじゅつ]の 発達[はったつ]で、 生活[せいかつ]は 便利[べんり]になった。	Life has become convenient with the development of science and technology.	子[こ]どもの 言葉[ことば]の 発達[はったつ]には 個人[こじん] 差[さ]がある。	There are individual differences in children's language development.	台風[たいふう]が 発達[はったつ]しながら 北[きた]に 進[すす]んでいる。	The typhoon is moving north while strengthening.	Aが発達する／〜の発達	発達 = growth of abilities/systems; 発展 (batch 2) = expansion in scale. Typhoons 発達する — weather-news word.	N3 batch3 day14 noun
事情	342	事情[じじょう]	じじょう	noun	noun	circumstances; reasons	परिस्थिति; कारण	家庭[かてい]の 事情[じじょう]で、 会社[かいしゃ]を 辞[や]めることになった。	Due to family circumstances, I ended up leaving the company.	何[なに]か 事情[じじょう]がありそうだね。	It looks like there is some reason behind this.	国[くに]によって 事情[じじょう]が 違[ちが]う。	Circumstances differ by country.	〜の事情で／事情がある	家庭の事情で = polite vague excuse — very useful. 都合 = convenience; 事情 = background circumstances.	N3 batch3 day14 noun
感覚	343	感覚[かんかく]	かんかく	noun	noun	sense; sensation; feeling	इन्द्रिय; अनुभूति	寒[さむ]さで 指[ゆび]の 感覚[かんかく]がなくなった。	My fingers went numb from the cold.	彼[かれ]は 言葉[ことば]の 感覚[かんかく]がいい。	He has a good feel for language.	若[わか]い 人[ひと]の 感覚[かんかく]では、それは 普通[ふつう]のことらしい。	By young people's sensibilities, that is apparently normal.	感覚がなくなる／〜の感覚	Physical sensation and intuitive sense. 感覚がない = numb.	N3 batch3 day14 noun
希望	344	希望[きぼう]	きぼう	noun	noun / suru-verb	hope; wish; request	आशा; चाहना	希望[きぼう]を 捨[す]てずに 頑張[がんば]ろう。	Let us keep going without abandoning hope.	参加[さんか]を 希望[きぼう]する 方[かた]は、ご 連絡[れんらく]ください。	Those who wish to participate, please contact us.	第一[だいいち] 希望[きぼう]の 会社[かいしゃ]から 内定[ないてい]をもらった。	I got an offer from my first-choice company.	Aを希望する／希望を持つ／第一希望	Forms ask ご希望 = your preference. 第一希望 = first choice (job/school hunting).	N3 batch3 day14 noun
飽きる	345	飽[あ]きる	あきる	verb	v1 intransitive	to get tired of; to get bored with	दिक्क लाग्नु; वाक्क हुनु	毎日[まいにち] 同[おな]じ 弁当[べんとう]で、さすがに 飽[あ]きた。	The same lunch every day — I am finally sick of it.	このゲームは 何時間[なんじかん]やっても 飽[あ]きない。	No matter how many hours I play this game, I do not get bored.	彼[かれ]は 飽[あ]きっぽくて、 何[なに]をしても 続[つづ]かない。	He gets bored easily and never sticks with anything.	Aに飽きる／飽きっぽい	Takes に. 飽きっぽい = quick to lose interest. V-stem＋飽きる: 食べ飽きた.	N3 batch3 day14 verb
酔う	346	酔[よ]う	よう	verb	v5 intransitive	to get drunk; to get motion sickness	मात लाग्नु; गाडी लाग्नु	彼[かれ]はビール 一杯[いっぱい]で 酔[よ]ってしまう。	He gets drunk on a single beer.	バスに 酔[よ]いやすいので、 前[まえ]の 席[せき]に 座[すわ]る。	I get carsick easily, so I sit in the front seat.	昨日[きのう]は 酔[よ]って、 終電[しゅうでん]を 逃[のが]した。	Yesterday I got drunk and missed the last train.	お酒に酔う／乗り物に酔う	One verb for alcohol and motion sickness. 酔っ払い = a drunk. 二日酔い = hangover.	N3 batch3 day14 verb
訪れる	347	訪[おとず]れる	おとずれる	verb	v1 transitive/intransitive	to visit; (season) to arrive (written)	भ्रमण गर्नु; (ऋतु) आउनु	毎年[まいとし]、 多[おお]くの 観光客[かんこうきゃく]が 京都[きょうと]を 訪[おとず]れる。	Every year, many tourists visit Kyoto.	この 町[まち]にも、ようやく 春[はる]が 訪[おとず]れた。	Spring has finally arrived in this town too.	チャンスは 突然[とつぜん] 訪[おとず]れる。	Opportunity arrives suddenly.	Aを訪れる／季節が訪れる	Written word — news and essays. Spoken: 訪ねる／行く. Seasons and chances 訪れる.	N3 batch3 day14 verb
不安	348	不安[ふあん]	ふあん	adj	na-adjective / noun	anxious; uneasy	चिन्ता; असुरक्षित महसुस	初[はじ]めての 一人[ひとり] 暮[ぐ]らしで、 不安[ふあん]なことが 多[おお]い。	Living alone for the first time, there is much to feel anxious about.	試験[しけん]の 結果[けっか]が 不安[ふあん]で 眠[ねむ]れなかった。	I was so anxious about the exam results I could not sleep.	将来[しょうらい]に 不安[ふあん]を 感[かん]じる 若者[わかもの]が 増[ふ]えている。	More young people feel anxiety about the future.	Aが不安だ／不安を感じる／不安になる	Opposite: 安心. 不安がる = show anxiety (about others).	N3 batch3 day14 adj
可能	349	可能[かのう]	かのう	adj	na-adjective / noun	possible	सम्भव	インターネットがあれば、 家[いえ]で 仕事[しごと]をすることも 可能[かのう]だ。	With the internet, working from home is also possible.	予約[よやく]の 変更[へんこう]は 前日[ぜんじつ]まで 可能[かのう]です。	Reservation changes are possible until the day before.	彼[かれ]が 合格[ごうかく]する 可能[かのう] 性[せい]は 高[たか]い。	The possibility of him passing is high.	〜が可能だ／可能性が高い・低い	可能性 = possibility — N3 reading/listening constant. Opposite: 不可能.	N3 batch3 day14 adj
確実	350	確実[かくじつ]	かくじつ	adj	na-adjective	certain; reliable	निश्चित; पक्का	この 方法[ほうほう]なら 確実[かくじつ]に 覚[おぼ]えられる。	With this method you can memorize reliably.	彼女[かのじょ]の 合格[ごうかく]はほぼ 確実[かくじつ]だ。	Her passing is almost certain.	急[いそ]ぐより、 確実[かくじつ]な 方法[ほうほう]を 選[えら]ぼう。	Rather than rushing, let us choose the reliable method.	確実に＋V／確実な＋N／ほぼ確実	確実に = without fail/steadily. 確か (batch 2) = if I recall; 確実 = guaranteed.	N3 batch3 day14 adj
番組	351	番組[ばんぐみ]	ばんぐみ	noun	noun	(TV/radio) program	कार्यक्रम (टिभी)	毎週[まいしゅう] 見[み]ている 番組[ばんぐみ]がある。	There is a program I watch every week.	料理[りょうり] 番組[ばんぐみ]を 見[み]て、レシピを 覚[おぼ]えた。	I learned the recipe from a cooking show.	その 番組[ばんぐみ]は 子[こ]どもに 人気[にんき]がある。	That program is popular with children.	テレビ番組／料理番組	Suffix use: 料理番組, ニュース番組. Listening section loves TV/radio contexts.	N3 batch3 day15 noun
広告	352	広告[こうこく]	こうこく	noun	noun / suru-verb	advertisement	विज्ञापन	電車[でんしゃ]の 中[なか]は 広告[こうこく]だらけだ。	The inside of the train is covered in ads.	新聞[しんぶん]に 求人[きゅうじん] 広告[こうこく]が 出[で]ていた。	There was a job ad in the newspaper.	広告[こうこく]を 見[み]て、この 店[みせ]に 来[き]ました。	I came to this shop after seeing the ad.	広告を出す／求人広告	広告 = the ad itself; 宣伝 = the promoting activity (next word).	N3 batch3 day15 noun
宣伝	353	宣伝[せんでん]	せんでん	noun	noun / suru-verb	publicity; promotion	प्रचार	新[あたら]しい 商品[しょうひん]をテレビで 宣伝[せんでん]している。	They are promoting the new product on TV.	SNSで 店[みせ]の 宣伝[せんでん]をしている。	I promote my shop on social media.	宣伝[せんでん]ほど 良[よ]い 商品[しょうひん]ではなかった。	The product was not as good as the hype.	Aを宣伝する／宣伝になる	宣伝する = to promote. 広告 = an ad (thing); 宣伝 = promotion (act).	N3 batch3 day15 noun
伝統	354	伝統[でんとう]	でんとう	noun	noun	tradition	परम्परा	この 祭[まつ]りには 三百年[さんびゃくねん]の 伝統[でんとう]がある。	This festival has a 300-year tradition.	伝統[でんとう] 的[てき]な 日本[にほん] 料理[りょうり]を 習[なら]いたい。	I want to learn traditional Japanese cooking.	若[わか]い 世代[せだい]が 伝統[でんとう]を 守[まも]っている。	The young generation is preserving the tradition.	伝統がある／伝統的な／伝統を守る	伝統的な＋N is the common form. 文化 pairs with it: 伝統文化.	N3 batch3 day15 noun
