#separator:tab
#html:false
#tags column:17
#columns:word	rank	word_furigana	reading	type	pos	english	nepali	sentence1	sentence1_en	sentence2	sentence2_en	sentence3	sentence3_en	frame	note	tags
能力	53	能力[のうりょく]	のうりょく	noun	noun	ability; capability	क्षमता	彼[かれ]は 高[たか]い 能力[のうりょく]を 持[も]っている。	He has high ability.	日本語[にほんご] 能力[のうりょく] 試験[しけん]を 受[う]ける。	I am taking the Japanese Language Proficiency Test.	自分[じぶん]の 能力[のうりょく]を 生[い]かせる 仕事[しごと]がしたい。	I want a job where I can use my abilities.	能力がある・高い／能力を生かす／〜能力	In the exam name: 日本語能力試験. 能力を生かす = make use of one's abilities.	N3 batch1 day3 noun
知識	54	知識[ちしき]	ちしき	noun	noun	knowledge	ज्ञान	彼[かれ]はコンピューターの 知識[ちしき]が 豊富[ほうふ]だ。	He has abundant knowledge of computers.	この 仕事[しごと]には 専門[せんもん]の 知識[ちしき]が 必要[ひつよう]だ。	This job requires specialist knowledge.	本[ほん]を 読[よ]んで 知識[ちしき]を 増[ふ]やした。	I increased my knowledge by reading books.	〜の知識がある／知識を身につける・増やす	知識 = knowledge; 常識 (じょうしき) = common sense; 意識 (いしき) = awareness. All three on N3.	N3 batch1 day3 noun
周り	55	周[まわ]り	まわり	noun	noun	surroundings; around; the people around one	वरिपरि; आसपास	周[まわ]りの 人[ひと]に 迷惑[めいわく]をかけないでください。	Please do not bother the people around you.	駅[えき]の 周[まわ]りには 店[みせ]が 多[おお]い。	There are many shops around the station.	周[まわ]りを 気[き]にしすぎない 方[ほう]がいい。	It is better not to worry too much about what others think.	〜の周り（に・で）／周りの人／周りを気にする	周り = surroundings/people around; 回り (same reading) = rotation. 身の回り = personal belongings.	N3 batch1 day3 noun
参加	56	参加[さんか]	さんか	verb	noun / suru-verb	participation	सहभागिता	来週[らいしゅう]のセミナーに 参加[さんか]します。	I will participate in next week's seminar.	参加者[さんかしゃ]は 五十人[ごじゅうにん]を 超[こ]えた。	Participants exceeded 50.	誰[だれ]でも 自由[じゆう]に 参加[さんか]できます。	Anyone can join freely.	Aに参加する／参加者／参加費	Takes に. 出席 = attendance (being present); 参加 = taking part.	N3 batch1 day3 verb
発表	57	発表[はっぴょう]	はっぴょう	verb	noun / suru-verb	announcement; presentation	प्रस्तुति; घोषणा	明日[あした]、クラスで 研究[けんきゅう]の 発表[はっぴょう]をします。	Tomorrow I will give a presentation on my research in class.	合格[ごうかく] 発表[はっぴょう]は 一月[いちがつ] 末[まつ]です。	Results are announced at the end of January.	新[あたら]しい 製品[せいひん]が 発表[はっぴょう]された。	A new product was announced.	Aを発表する／発表がある／Aが発表される	Reading はっぴょう. Covers both announce and present (give a talk).	N3 batch1 day3 verb
相談	58	相談[そうだん]	そうだん	verb	noun / suru-verb	consultation; talking something over	सल्लाह; परामर्श	進路[しんろ]について 先生[せんせい]に 相談[そうだん]した。	I consulted my teacher about my future path.	困[こま]ったときは、いつでも 相談[そうだん]してください。	When you are in trouble, feel free to talk to me anytime.	家族[かぞく]と 相談[そうだん]して 決[き]めます。	I will decide after talking it over with my family.	AにBを相談する／Aと相談する／〜について相談する	Both に (consult someone) and と (discuss with). 相談に乗る = lend an ear / give advice.	N3 batch1 day3 verb
期待	59	期待[きたい]	きたい	verb	noun / suru-verb	expectation; anticipation; hope	अपेक्षा; आशा	新[あたら]しい 社員[しゃいん]に 期待[きたい]している。	I have high hopes for the new employee.	期待[きたい]していた 映画[えいが]がつまらなかった。	The film I had been looking forward to was boring.	親[おや]の 期待[きたい]に 応[こた]えたい。	I want to live up to my parents' expectations.	Aに期待する／期待に応える／期待を裏切る	Positive expectation (hope). 予想 = neutral prediction. 期待に応える／裏切る = meet / betray expectations.	N3 batch1 day3 verb
努力	60	努力[どりょく]	どりょく	verb	noun / suru-verb	effort	प्रयास; मेहनत	合格[ごうかく]するために、 毎日[まいにち] 努力[どりょく]している。	I am making an effort every day to pass.	努力[どりょく]しても、うまくいかないこともある。	Even if you try hard, things do not always go well.	彼[かれ]の 努力[どりょく]は 無駄[むだ]にならなかった。	His efforts were not in vain.	努力する／努力が実る／努力家	努力家 = hard worker. Spoken: 頑張る. 無駄になる = go to waste.	N3 batch1 day3 verb
協力	61	協力[きょうりょく]	きょうりょく	verb	noun / suru-verb	cooperation	सहयोग	みんなで 協力[きょうりょく]して、 問題[もんだい]を 解決[かいけつ]した。	We all cooperated and solved the problem.	ご 協力[きょうりょく]ありがとうございました。	Thank you for your cooperation.	同僚[どうりょう]の 協力[きょうりょく]がなければ、 終[お]わらなかった。	Without my colleagues' help, it would not have gotten done.	Aに協力する／Aと協力する／協力を得る	ご協力お願いします = standard announcement phrase. Reading きょうりょく.	N3 batch1 day3 verb
我慢	62	我慢[がまん]	がまん	verb	noun / suru-verb	patience; endurance; putting up with	सहनु; धैर्य	痛[いた]かったが、 我慢[がまん]した。	It hurt, but I put up with it.	甘[あま]い 物[もの]を 我慢[がまん]するのは 難[むずか]しい。	Holding back from sweets is difficult.	もう 我慢[がまん]できない。	I cannot take it anymore.	Aを我慢する／我慢できない／我慢強い	Core cultural word. 我慢強い = patient/tough. Spoken: 我慢して！ = Bear with it.	N3 batch1 day3 verb
注目	63	注目[ちゅうもく]	ちゅうもく	verb	noun / suru-verb	attention; notice	ध्यान (आकर्षित)	彼[かれ]の 新[あたら]しい 映画[えいが]が 注目[ちゅうもく]されている。	His new film is attracting attention.	皆[みな]さん、こちらに 注目[ちゅうもく]してください。	Everyone, please look this way.	今[いま] 最[もっと]も 注目[ちゅうもく]を 集[あつ]めている 選手[せんしゅ]だ。	He is the player getting the most attention right now.	Aに注目する／注目される／注目を集める	注目 = attention (looking at); 注意 = caution/warning. 注目を集める = draw attention.	N3 batch1 day3 verb
提出	64	提出[ていしゅつ]	ていしゅつ	verb	noun / suru-verb	submission; handing in	बुझाउनु; पेश गर्नु	レポートを 明日[あした]までに 提出[ていしゅつ]してください。	Please submit the report by tomorrow.	書類[しょるい]の 提出[ていしゅつ] 期限[きげん]は 今週[こんしゅう]の 金曜日[きんようび]です。	The document submission deadline is this Friday.	提出[ていしゅつ]した 書類[しょるい]に 間違[まちが]いがあった。	There was a mistake in the documents I submitted.	AにBを提出する／提出期限／提出物	Pairs with 締め切り and 期限 (きげん). 出す (casual) = 提出する (formal).	N3 batch1 day3 verb
予想	65	予想[よそう]	よそう	verb	noun / suru-verb	prediction; expectation	अनुमान; पूर्वानुमान	試験[しけん]は 予想[よそう]より 簡単[かんたん]だった。	The exam was easier than expected.	明日[あした]の 天気[てんき]は 予想[よそう]が 難[むずか]しい。	Tomorrow's weather is hard to predict.	予想[よそう] 通[どお]り、 彼[かれ]が 優勝[ゆうしょう]した。	As expected, he won the championship.	Aを予想する／予想通り／予想以上に／予想外	予想通り = as predicted; 予想外 = unexpected. Neutral, unlike 期待 (hope).	N3 batch1 day3 verb
想像	66	想像[そうぞう]	そうぞう	verb	noun / suru-verb	imagination	कल्पना	十年[じゅうねん] 後[ご]の 自分[じぶん]を 想像[そうぞう]してみた。	I tried imagining myself ten years from now.	想像[そうぞう]していたより、ずっと 大変[たいへん]だった。	It was far harder than I had imagined.	彼[かれ]の 気持[きも]ちは 想像[そうぞう]できる。	I can imagine how he feels.	Aを想像する／想像できる・できない／想像以上に	Homophone: 創造 (creation). 想像力 = imagination (the faculty).	N3 batch1 day3 verb
成功	67	成功[せいこう]	せいこう	verb	noun / suru-verb	success	सफलता	新[あたら]しい 商品[しょうひん]は 成功[せいこう]した。	The new product was a success.	成功[せいこう]するには 失敗[しっぱい]から 学[まな]ぶことが 必要[ひつよう]だ。	To succeed, you need to learn from failure.	手術[しゅじゅつ]は 成功[せいこう]した。	The surgery was successful.	Aが成功する／Aに成功する（実験に成功する）／成功者	Pair: 成功 ↔ 失敗. 実験に成功した = succeeded in the experiment (に).	N3 batch1 day3 verb
完成	68	完成[かんせい]	かんせい	verb	noun / suru-verb	completion	पूरा हुनु; सम्पन्न	新[あたら]しい 駅[えき]が 来年[らいねん] 完成[かんせい]する 予定[よてい]だ。	The new station is scheduled to be completed next year.	やっとレポートが 完成[かんせい]した。	The report is finally finished.	この 作品[さくひん]は 完成[かんせい]まで 三年[さんねん]かかった。	This work took three years to complete.	Aが完成する／Aを完成させる	Intransitive: it gets completed. For I completed it, use 完成させる. 未完成 = unfinished.	N3 batch1 day3 verb
感謝	69	感謝[かんしゃ]	かんしゃ	verb	noun / suru-verb	gratitude; thanks	कृतज्ञता; धन्यवाद	助[たす]けてくれた 友達[ともだち]に 感謝[かんしゃ]している。	I am grateful to the friend who helped me.	感謝[かんしゃ]の 気持[きも]ちを 手紙[てがみ]で 伝[つた]えた。	I expressed my gratitude in a letter.	皆[みな]さんに 心[こころ]から 感謝[かんしゃ]します。	I thank you all from my heart.	Aに感謝する／感謝の気持ち／心から感謝する	Formal; spoken = ありがたい／ありがとう. 感謝の気持ち = feeling of gratitude (speech staple).	N3 batch1 day3 verb
感動	70	感動[かんどう]	かんどう	verb	noun / suru-verb	being deeply moved; emotion	भावुक हुनु; मन छुनु	その 映画[えいが]を 見[み]て、 感動[かんどう]して 泣[な]いた。	I watched that film and cried, I was so moved.	彼女[かのじょ]の 歌[うた]に 感動[かんどう]した。	I was moved by her singing.	感動的[かんどうてき]な 話[はなし]だった。	It was a moving story.	Aに感動する／感動的な	Takes に. Spoken: 感動した！ = That was moving / amazing.	N3 batch1 day3 verb
経験	71	経験[けいけん]	けいけん	verb	noun / suru-verb	experience	अनुभव	日本[にほん]で 働[はたら]いた 経験[けいけん]がある。	I have experience working in Japan.	失敗[しっぱい]もいい 経験[けいけん]になる。	Even failure becomes a good experience.	いろいろなことを 経験[けいけん]した 方[ほう]がいい。	It is better to experience many things.	V-た経験がある／Aを経験する／経験を積む	経験を積む = build up experience. 経験者 = experienced person. 実務経験 = work experience.	N3 batch1 day3 verb
解決	72	解決[かいけつ]	かいけつ	verb	noun / suru-verb	solution; resolution	समाधान	問題[もんだい]はまだ 解決[かいけつ]していない。	The problem has not been resolved yet.	話[はな]し 合[あ]いで 解決[かいけつ]しよう。	Let us solve it by talking.	早[はや]く 解決策[かいけつさく]を 見[み]つける 必要[ひつよう]がある。	We need to find a solution quickly.	Aを解決する／Aが解決する／解決策	Both 問題を解決する (solve) and 問題が解決する (be solved). 解決策 = a solution.	N3 batch1 day3 verb
集中	73	集中[しゅうちゅう]	しゅうちゅう	verb	noun / suru-verb	concentration; focus	एकाग्रता; ध्यान केन्द्रित गर्नु	うるさくて、 勉強[べんきょう]に 集中[しゅうちゅう]できない。	It is noisy and I cannot concentrate on studying.	人口[じんこう]が 都市[とし]に 集中[しゅうちゅう]している。	The population is concentrated in the cities.	集中力[しゅうちゅうりょく]が 続[つづ]かない。	I cannot keep my concentration going.	Aに集中する／集中力／集中して＋V	Takes に. 集中力 = concentration (ability). 集中講義 = intensive course.	N3 batch1 day3 verb
迷う	74	迷[まよ]う	まよう	verb	v5 intransitive	to be lost; to hesitate; to be unable to decide	अलमलिनु; दोधारमा पर्नु; बाटो भुल्नु	道[みち]に 迷[まよ]って、 遅[おく]れてしまった。	I got lost and ended up being late.	どちらを 買[か]うか 迷[まよ]っている。	I cannot decide which one to buy.	迷[まよ]ったら、いつでも 聞[き]いてください。	If you are unsure, ask anytime.	道に迷う／〜か迷う／AかBか迷う	Lost (道に迷う) and undecided (〜か迷う). 迷子 (まいご) = lost child. 迷惑 (めいわく) is a different word.	N3 batch1 day3 verb
悩む	75	悩[なや]む	なやむ	verb	v5 intransitive	to worry; to be troubled; to agonize over	पिरोलिनु; चिन्तामा पर्नु	将来[しょうらい]のことで 悩[なや]んでいる。	I am worried about the future.	一人[ひとり]で 悩[なや]まないで、 相談[そうだん]してください。	Do not agonize alone; talk to someone.	何[なに]を 食[た]べるか 悩[なや]むほどメニューが 多[おお]い。	The menu is so big that choosing what to eat is a struggle.	Aに悩む／Aのことで悩む／〜か悩む	悩む = ongoing inner worry; 心配する = worry about someone/something. Noun: 悩み.	N3 batch1 day3 verb
断る	76	断[ことわ]る	ことわる	verb	v5 transitive	to refuse; to decline	अस्वीकार गर्नु; नाइँ भन्नु	上司[じょうし]の 誘[さそ]いを 断[ことわ]るのは 難[むずか]しい。	It is hard to turn down the boss's invitation.	忙[いそが]しかったので、その 仕事[しごと]は 断[ことわ]った。	I was busy, so I declined that job.	はっきり 断[ことわ]った 方[ほう]がいい。	It is better to refuse clearly.	Aを断る（誘い・申し出・依頼）	Also: 断りもなく = without notice/permission. お断り = no thank you (sign: 勧誘お断り).	N3 batch1 day4 verb
頼る	77	頼[たよ]る	たよる	verb	v5 intransitive	to rely on; to depend on	भर पर्नु	困[こま]ったときは、 家族[かぞく]に 頼[たよ]っている。	When in trouble, I rely on my family.	人[ひと]に 頼[たよ]らないで、 自分[じぶん]でやってみよう。	Let us try doing it ourselves without relying on others.	地図[ちず]に 頼[たよ]らず、 道[みち]を 覚[おぼ]えた。	I memorized the route without depending on a map.	Aに頼る／Aに頼らず（に）	Takes に. 頼む (N4) = ask; 頼る = rely. 頼りになる = dependable.	N3 batch1 day4 verb
信じる	78	信[しん]じる	しんじる	verb	v1 transitive	to believe; to trust	विश्वास गर्नु	彼[かれ]の 話[はなし]を 信[しん]じますか。	Do you believe his story?	自分[じぶん]を 信[しん]じて、 頑張[がんば]ってください。	Believe in yourself and do your best.	信[しん]じられないほど 美[うつく]しい 景色[けしき]だった。	The scenery was unbelievably beautiful.	Aを信じる／〜と信じる／信じられない	Spoken: 信じらんない！ = Unbelievable! Noun: 信用 (しんよう) = trust.	N3 batch1 day4 verb
疑う	79	疑[うたが]う	うたがう	verb	v5 transitive	to doubt; to suspect	शंका गर्नु	彼[かれ]がうそをついていると 疑[うたが]っている。	I suspect he is lying.	自分[じぶん]の 目[め]を 疑[うたが]った。	I doubted my own eyes.	友達[ともだち]を 疑[うたが]いたくない。	I do not want to doubt my friend.	Aを疑う／〜と疑う／〜かどうか疑う	Opposite of 信じる. 疑問 (ぎもん) = question/doubt. 目を疑う = cannot believe one's eyes.	N3 batch1 day4 verb
済む	80	済[す]む	すむ	verb	v5 intransitive	to be finished; to be settled; to get by (with)	सकिनु; (…ले) पुग्नु	用事[ようじ]が 済[す]んだら、すぐ 帰[かえ]ります。	Once my errand is done, I will come right home.	手続[てつづ]きは 十五分[じゅうごふん]で 済[す]んだ。	The procedure was done in fifteen minutes.	軽[かる]いけがで 済[す]んでよかった。	I am glad you got away with only a light injury.	Aが済む／〜で済む（get by with）／V-ずに済む（N3）	V-ずに済む = manage without having to (払わずに済んだ). Same reading as 住む. Spoken: 済んだ？ = Done?	N3 batch1 day4 verb
済ませる	81	済[す]ませる	すませる	verb	v1 transitive	to finish; to get (something) done; to make do with	सिध्याउनु; (…ले) टार्नु	昼[ひる]ご 飯[はん]はパンで 済[す]ませた。	I made do with bread for lunch.	先[さき]に 宿題[しゅくだい]を 済[す]ませてから 遊[あそ]ぼう。	Let us finish homework first, then play.	会計[かいけい]はもう 済[す]ませました。	I have already settled the bill.	Aを済ませる／Aで済ませる（make do with）	Pair: 済む (vi) ↔ 済ませる (vt). 済ます is an alternate form with the same meaning.	N3 batch1 day4 verb
届く	82	届[とど]く	とどく	verb	v5 intransitive	to arrive (mail, goods); to reach	पुग्नु (सामान, पत्र); हात पुग्नु	注文[ちゅうもん]した 本[ほん]が 今日[きょう] 届[とど]いた。	The book I ordered arrived today.	棚[たな]の 上[うえ]に 手[て]が 届[とど]かない。	I cannot reach the top of the shelf.	私[わたし]の 声[こえ]がみんなに 届[とど]いてうれしい。	I am glad my voice reached everyone.	AがBに届く／手が届く（can reach / can afford）	手が届く = within reach, also affordable. Pair: 届ける (vt).	N3 batch1 day4 verb
届ける	83	届[とど]ける	とどける	verb	v1 transitive	to deliver; to report (to authorities)	पुर्‍याउनु; बुझाउनु	荷物[にもつ]を 明日[あした]の 午前[ごぜん] 中[ちゅう]に 届[とど]けてください。	Please deliver the package tomorrow morning.	財布[さいふ]を 拾[ひろ]ったので、 交番[こうばん]に 届[とど]けた。	I found a wallet, so I turned it in at the police box.	忘[わす]れ 物[もの]を 学校[がっこう]まで 届[とど]けた。	I brought the forgotten item to the school.	AにBを届ける／届け出る（file a report）	届け = official notification form (婚姻届, 転入届). Delivery: お届け.	N3 batch1 day4 verb
目立つ	84	目立[めだ]つ	めだつ	verb	v5 intransitive	to stand out; to be conspicuous	छुट्टै देखिनु; आँखामा पर्नु	彼女[かのじょ]は 背[せ]が 高[たか]いので、どこにいても 目立[めだ]つ。	She is tall, so she stands out wherever she is.	赤[あか]い 服[ふく]は 目立[めだ]ちますね。	Red clothes really stand out, do they not.	最近[さいきん]、 小[ちい]さなミスが 目立[めだ]つ。	Lately, small mistakes have been noticeable.	Aが目立つ／目立たない／目立つ＋N	Neutral or negative (ミスが目立つ). 目立ちたがり = attention-seeker.	N3 batch1 day4 verb
表す	85	表[あらわ]す	あらわす	verb	v5 transitive	to express; to represent; to show	व्यक्त गर्नु; जनाउनु	この 記号[きごう]は 何[なに]を 表[あらわ]していますか。	What does this symbol represent?	言葉[ことば]では 表[あらわ]せないほどうれしい。	I am happier than words can express.	グラフは 人口[じんこう]の 変化[へんか]を 表[あらわ]している。	The graph shows the change in population.	AはBを表す（意味・気持ち・変化）	表す = express/represent; 現す (same reading) = reveal. Intransitive pair: 表れる／現れる.	N3 batch1 day4 verb
現れる	86	現[あらわ]れる	あらわれる	verb	v1 intransitive	to appear; to show up; to emerge	देखा पर्नु	雲[くも]の 間[あいだ]から 太陽[たいよう]が 現[あらわ]れた。	The sun appeared from between the clouds.	薬[くすり]の 効果[こうか]が 現[あらわ]れるまで 時間[じかん]がかかる。	It takes time for the medicine's effect to appear.	約束[やくそく]の 時間[じかん]に 彼[かれ]は 現[あらわ]れなかった。	He did not show up at the appointed time.	Aが現れる／Aに現れる（症状が顔に現れる）	Pair: 現れる (vi) ↔ 現す／表す (vt). 出る is the everyday version; 現れる is exam/literary.	N3 batch1 day4 verb
支払う	87	支払[しはら]う	しはらう	verb	v5 transitive	to pay	तिर्नु; भुक्तानी गर्नु	料金[りょうきん]はカードで 支払[しはら]うことができます。	You can pay the fee by card.	今月[こんげつ]の 家賃[やちん]はもう 支払[しはら]った。	I have already paid this month's rent.	支払[しはら]い 期限[きげん]を 過[す]ぎてしまった。	The payment deadline has passed.	AにBを支払う／支払い方法／支払い期限	Noun 支払い = payment (支払い方法 on every checkout page). 払う (N4) is the casual version.	N3 batch1 day4 verb
育てる	88	育[そだ]てる	そだてる	verb	v1 transitive	to raise; to bring up; to grow (plants)	हुर्काउनु	子[こ]どもを 育[そだ]てながら 働[はたら]いている。	I am working while raising a child.	ベランダでトマトを 育[そだ]てている。	I am growing tomatoes on the balcony.	会社[かいしゃ]は 若[わか]い 社員[しゃいん]を 育[そだ]てるべきだ。	Companies should develop young employees.	Aを育てる（子ども・植物・人材）	子育て (こそだて) = child-rearing. Pair: 育つ (vi).	N3 batch1 day4 verb
育つ	89	育[そだ]つ	そだつ	verb	v5 intransitive	to grow up; to be raised; to grow	हुर्कनु	私[わたし]は 田舎[いなか]で 育[そだ]ちました。	I grew up in the countryside.	この 野菜[やさい]は 寒[さむ]い 所[ところ]でもよく 育[そだ]つ。	This vegetable grows well even in cold places.	子[こ]どもは 親[おや]の 愛情[あいじょう]で 育[そだ]つ。	Children grow up on their parents' love.	Aが（Bで）育つ	生まれ育った = born and raised. Self-intro: 東京で生まれ育ちました.	N3 batch1 day4 verb
詳しい	90	詳[くわ]しい	くわしい	adj	i-adjective	detailed; knowledgeable (about)	विस्तृत; जानकार	詳[くわ]しい 説明[せつめい]は 後[あと]でします。	I will give a detailed explanation later.	彼[かれ]は 日本[にほん]の 歴史[れきし]に 詳[くわ]しい。	He is knowledgeable about Japanese history.	もっと 詳[くわ]しく 教[おし]えてください。	Please tell me in more detail.	詳しい＋N／Aに詳しい（knowledgeable about）／詳しく＋V	Two uses: 詳しい説明 (detailed) and Aに詳しい (expert on A). 詳細 (しょうさい) = details, formal.	N3 batch1 day4 adj
厳しい	91	厳[きび]しい	きびしい	adj	i-adjective	strict; severe; harsh; tough	कडा; कठोर	父[ちち]はとても 厳[きび]しい 人[ひと]だった。	My father was a very strict person.	今年[ことし]の 冬[ふゆ]は 寒[さむ]さが 厳[きび]しい。	This winter's cold is severe.	状況[じょうきょう]は 厳[きび]しいが、 諦[あきら]めない。	The situation is tough, but I will not give up.	厳しい＋N（先生・寒さ・状況・条件）／Aに厳しい	Beyond strict: weather, situation, budget can all be 厳しい. Spoken: 厳しいなあ = not looking good.	N3 batch1 day4 adj
激しい	92	激[はげ]しい	はげしい	adj	i-adjective	intense; violent; fierce	तीव्र; प्रचण्ड	激[はげ]しい 雨[あめ]が 降[ふ]っている。	Heavy rain is falling.	激[はげ]しい 運動[うんどう]は 体[からだ]に 良[よ]くない。	Intense exercise is not good for the body.	二人[ふたり]は 激[はげ]しく 言[い]い 争[あらそ]った。	The two argued fiercely.	激しい＋N（雨・運動・競争・痛み）／激しく＋V	Weather: 激しい雨 (not 強い). 競争が激しい = competition is fierce.	N3 batch1 day4 adj
複雑	93	複雑[ふくざつ]	ふくざつ	adj	na-adjective	complicated; complex	जटिल	この 問題[もんだい]は 複雑[ふくざつ]で、すぐには 解決[かいけつ]できない。	This problem is complicated and cannot be solved quickly.	東京[とうきょう]の 電車[でんしゃ]は 路線[ろせん]が 複雑[ふくざつ]だ。	Tokyo's train lines are complicated.	彼女[かのじょ]の 話[はなし]を 聞[き]いて、 複雑[ふくざつ]な 気持[きも]ちになった。	Hearing her story gave me mixed feelings.	複雑な＋N／Aが複雑だ／複雑な気持ち	複雑な気持ち = mixed feelings. Opposite: 単純 (たんじゅん) / 簡単.	N3 batch1 day4 adj
正確	94	正確[せいかく]	せいかく	adj	na-adjective	accurate; exact; precise	सही; सटीक	正確[せいかく]な 時間[じかん]を 教[おし]えてください。	Please tell me the exact time.	この 時計[とけい]は 正確[せいかく]だ。	This watch is accurate.	情報[じょうほう]を 正確[せいかく]に 伝[つた]えることが 大切[たいせつ]だ。	It is important to convey information accurately.	正確な＋N／正確に＋V	Homophone with 性格 (personality). 正確 takes な. 正しい (i-adj) = correct.	N3 batch1 day4 adj
意外	95	意外[いがい]	いがい	adj	na-adjective	unexpected; surprising	अप्रत्याशित; अचम्मको	彼[かれ]が 料理[りょうり] 上手[じょうず]だなんて、 意外[いがい]だ。	It is surprising that he is good at cooking.	試験[しけん]は 意外[いがい]に 簡単[かんたん]だった。	The exam was unexpectedly easy.	意外[いがい]な 人[ひと]から 手紙[てがみ]が 来[き]た。	A letter came from an unexpected person.	意外な＋N／意外に（意外と）＋adj／Aが意外だ	Homophone trap: 意外 (unexpected) vs 以外 (except for, N4). Spoken: 意外と = surprisingly.	N3 batch1 day4 adj
面倒	96	面倒[めんどう]	めんどう	adj	na-adjective / noun	troublesome; a bother; care (looking after)	झन्झट; झन्झटिलो	手続[てつづ]きが 面倒[めんどう]で、まだやっていない。	The procedure is a hassle, so I have not done it yet.	面倒[めんどう]な 仕事[しごと]は 先[さき]に 終[お]わらせよう。	Let us finish the annoying tasks first.	妹[いもうと]の 面倒[めんどう]を 見[み]た。	I looked after my little sister.	面倒な＋N／Aが面倒だ／Aの面倒を見る（look after）	面倒くさい (spoken: めんどくさい) = what a pain. 面倒を見る = take care of someone; different sense.	N3 batch1 day4 adj
なるべく	97	なるべく	なるべく	adv	adverb	as much as possible; if possible	सकेसम्म	なるべく 早[はや]く 返事[へんじ]をください。	Please reply as soon as possible.	なるべく 日本語[にほんご]で 話[はな]すようにしている。	I try to speak in Japanese as much as I can.	砂糖[さとう]はなるべく 使[つか]わないで 作[つく]った。	I made it using as little sugar as possible.	なるべく＋V／なるべく＋adv（早く・多く）	Synonym: できるだけ (slightly stronger). Always written in kana.	N3 batch1 day4 adv
少なくとも	98	少[すく]なくとも	すくなくとも	adv	adverb	at least	कम्तीमा	少[すく]なくとも 一日[いちにち] 一時間[いちじかん]は 勉強[べんきょう]した 方[ほう]がいい。	You should study at least an hour a day.	修理[しゅうり]には 少[すく]なくとも 一週間[いっしゅうかん]かかる。	Repairs will take at least a week.	少[すく]なくとも 私[わたし]はそう 思[おも]う。	At least, that is what I think.	少なくとも＋数量／少なくとも＋意見	From 少ない + とも. Opposite: せいぜい (at most). Spoken alternative: 最低でも.	N3 batch1 day4 adv
突然	99	突然[とつぜん]	とつぜん	adv	adverb / na-adjective	suddenly; abruptly	अचानक	突然[とつぜん]、 雨[あめ]が 降[ふ]り 出[だ]した。	Suddenly it started raining.	彼[かれ]は 突然[とつぜん] 会社[かいしゃ]を 辞[や]めた。	He quit the company abruptly.	突然[とつぜん]の 電話[でんわ]に 驚[おどろ]いた。	I was surprised by the sudden phone call.	突然＋V／突然の＋N	突然 = sudden/unexpected; 急に = suddenly (rapid change). Both N3; 突然 is more written.	N3 batch1 day4 adv
直接	100	直接[ちょくせつ]	ちょくせつ	adv	adverb / noun	directly; direct	सिधै; प्रत्यक्ष	分[わ]からないことは 先生[せんせい]に 直接[ちょくせつ] 聞[き]いてください。	Ask the teacher directly about anything you do not understand.	店[みせ]に 直接[ちょくせつ] 行[い]った 方[ほう]が 早[はや]い。	It is faster to go straight to the shop.	この 問題[もんだい]は 私[わたし]と 直接[ちょくせつ] 関係[かんけい]がない。	This problem has no direct connection to me.	直接＋V／直接（の）＋N	Opposite: 間接 (かんせつ) = indirect. Reading ちょくせつ.	N3 batch1 day4 adv
